org_sujo;org_detalhe_sujo;id_org_dupla;org_limpo;org_detalhe_limpo;id_org_unica
Pinheiro Pedro Advogados;Environmental Law Department;1881;Pinheiro Pedro Advogados;NA;518
PLKC Advogados, University of Dundee;NA;1880;PLKC Advogados;NA;519
PLKC;NA;2047;PLKC Advogados;NA;519
PMDB;NA;2179;PMDB;NA;520
Federal Police Department;Environmental Crimes Division;1754;Polícia Federal;NA;521
Departamento de Polícia Federal;NA;2828;Polícia Federal;NA;521
PPA-Política e Planejamento Ambiental Ltda;Climate Change Management, Municipal Secretariat of Environment;2407;PPA-Política e Planejamento Ambiental Ltda;NA;522
Office of the President of the Republic;NA;349;Presidência da República;NA;523
Private Cabinet of the Presidency;Presidential Office;591;Presidência da República;NA;523
Presidency;NA;597;Presidência da República;NA;523
Private Cabinet of the Presidency;Management;630;Presidência da República;NA;523
Private Cabinet of the Presidency;NA;695;Presidência da República;NA;523
Cosau;NA;863;Presidência da República;Coordenação de Saúde da Presidência da República;523
Private Cabinet of the Presidency;Special Advisor for International Affairs;996;Presidência da República;NA;523
Private Cabinet of the Presidency;Presidencial office;1152;Presidência da República;NA;523
Private Cabinet of the Presidency;Presidential office;1160;Presidência da República;NA;523
Presidency of the Republic;NA;1887;Presidência da República;NA;523
Presidential Staff Office;NA;1895;Presidência da República;NA;523
Presidency of the Republic;Spokesperson;1896;Presidência da República;NA;523
Press Secretariat of the Presidency;International Affairs;1970;Presidência da República;NA;523
Presidential Staff Office;Presidential Staff;2123;Presidência da República;NA;523
Presidency of the Republic;International Communication;2229;Presidência da República;NA;523
Presidency;Press;2489;Presidência da República;NA;523
Presidency;Special Adviser;2490;Presidência da República;NA;523
Presidency;Protocol;2546;Presidência da República;NA;523
Presidency;Special Advisor;2550;Presidência da República;NA;523
Presidency of the Republic;Press;2654;Presidência da República;NA;523
Presidência da República;Assessoria Diplomática;2818;Presidência da República;NA;523
Presidência da República;Assessoria de Assuntos Sociais;2841;Presidência da República;NA;523
Presidência da República;NA;2853;Presidência da República;NA;523
Presidência da República;NA;2853;Presidência da República;NA;523
Presidência da República;Representação do Presidente da República para Assuntos Relativos à Rio+10;2860;Presidência da República;NA;523
Presidência da República;Cerimonial;2945;Presidência da República;NA;523
Presidência da República;Assessoria de Comunicação Social;2947;Presidência da República;NA;523
Presidência da República;Assessoria Especial;2951;Presidência da República;NA;523
Presidência da República;Diretoria de Telecomunicações;2952;Presidência da República;NA;523
Presidência da República;Setor de bagagem;2953;Presidência da República;NA;523
National Superintendence for Pension Funds-Previc;Communications;1178;PREVIC - Superintendência Nacional de Previdência Complementar;NA;524
PriceWaterhouse Coopers - Brazil;NA;1547;PricewaterhouseCoopers;NA;525
PriceWaterhouseCoopers - Brazil;NA;1623;PricewaterhouseCoopers;NA;525
Pró-Diversitas Brasil;Environment;2375;Pró-Diversitas Brasil;NA;526
Sustainable Cities Program;Researcher on cities and climate change;2455;Programa Cidades Sustentáveis;NA;527
Capacity Building Program;Permanent Mission of Brazil to the United Nations Office and other International Organizations in Geneva;220;Programa de Formação Complementar Delbrasgen;NA;528
Ethics and Responsabilities International Programme;NA;860;Programa Internacional Ética e Responsabilidades;NA;529
Projeto Bioclimatico;NA;1700;Projeto Bioclimático;NA;530
Pais Project;NA;1001;Projeto PAIS - Produção Agroecológica Integrada Sustentável;NA;531
Projeto Verde Luz;NA;2395;Projeto Verde Luz;NA;532
Pontifical Catholic University of Rio de Janeiro;NA;882;PUC - Rio de Janeiro;NA;533
Pontificial Catholic University of Rio Grande do Sul;NA;821;PUC - Rio Grande do Sul;NA;534
PUC University of Porto Alegre;NA;2208;PUC - Rio Grande do Sul;NA;534
Pontifical Catholic University of São Paulo;NA;930;PUC - São Paulo;NA;535
Rede Brasileira pela Integração dos Povos;NA;753;REBRIP - Rede Brasileira Pela Integração dos Povos;NA;536
REBRIP;NA;1966;REBRIP - Rede Brasileira Pela Integração dos Povos;NA;536
Rede Brasil sobre Instituições Financeiras Multilaterais / Grupo Carta de Belém;NA;2456;Rede Brasil sobre Instituições Financeiras Multilaterais;NA;537
Rede da Juventude pelo Meio Ambiente e Sustentabilidade;NA;1201;Rede da Juventude pelo Meio Ambiente e Sustentabilidade;NA;538
Rede Nacional de Ensino e Pesquisa;NA;1080;Rede Nacional de Ensino e Pesquisa;NA;539
Rede Nacional de Mobilização Social;NA;2429;Rede Nacional de Mobilização Social;NA;540
Nossa São Paulo;NA;1095;Rede Nossa São Paulo;NA;541
Brazilian Representation to the International Maritime Organization;NA;1919;Representação brasileira para a International Maritime Organization;NA;542
Representação Permanente do Brasil na IMO;NA;3223;Representação brasileira para a International Maritime Organization;NA;542
Representação Permanente do Brasil na IMO;Marinha Mercante;3228;Representação brasileira para a International Maritime Organization;NA;542
Representação Permanente do Brasil na IMO;Conselheiro para Assuntos Marítimos;3230;Representação brasileira para a International Maritime Organization;NA;542
Magazine Pesquisa;NA;2131;Revista Pesquisa FAPESP;NA;543
RMA - Rede de ONGs da Mata Atlântica;NA;130;RMA - Rede de ONGs da Mata Atlântica;NA;544
SADIA S.A.;Industrial Energy Supply Projects;1620;Sadia;NA;545
Sadia AS;Sadia AS;1830;Sadia;NA;545
Samarco Mining Inc.;Issues on Environment, Hygiene and Safety;1471;Samarco Mineração S.A;NA;546
Metropolitan Sanitation Agency for São Paulo;NA;357;SANESP - Companhia Metropolitana de Saneamento de São Paulo;NA;547
Brazilian Society for the Science Progress;NA;490;SBPC - Sociedade Brasileira para o Progresso da Ciência;NA;548
Brazilian Society for Science Progress;NA;1208;SBPC - Sociedade Brasileira para o Progresso da Ciência;NA;548
Brazilian Society for Science Development (SBPC);Universidade de Sao Paulo;1469;SBPC - Sociedade Brasileira para o Progresso da Ciência;NA;548
Schneider Electric Brasil Ltda;Global Operations, Sustainable Development, South America Sustainability & Access To Energy;2354;Schneider Electric Brasil Ltda;NA;549
Sebrae;NA;465;Sebrae;NA;550
Secretariat for Strategic Affairs;NA;382;Secretaria de Assuntos Estratégicos;NA;551
Secretariat for Strategic Affairs;International Relations Advisor;620;Secretaria de Assuntos Estratégicos;NA;551
Office of Strategic Affairs;NA;1976;Secretaria de Assuntos Estratégicos;NA;551
Secretariat of Strategic Affairs;Secretariat of Sustainable Development;2304;Secretaria de Assuntos Estratégicos;NA;551
Secretaria de Assuntos Estratégicos da Presidência;NA;2762;Secretaria de Assuntos Estratégicos;NA;551
Secretariat for Civil Aviation;NA;388;Secretaria de Aviação Civil;NA;552
Secretariat of Civil Aviation;International Affairs;437;Secretaria de Aviação Civil;NA;552
Secretariat of Civil Aviation;Social Communication;831;Secretaria de Aviação Civil;NA;552
Secretary of Science and Technology of the Presidency of the Republic;NA;6;Secretaria de Ciência e Tecnologia da Presidência;NA;553
Secretaria de Ciência e Tecnologia da Presidência;NA;2760;Secretaria de Ciência e Tecnologia da Presidência;NA;553
Secretariat for Social Communication;NA;368;Secretaria de Comunicação Social da Presidência;NA;554
Secretariat for Social Communication;Special Secretariat for Social Communication;445;Secretaria de Comunicação Social da Presidência;NA;554
Secretariat for Social Communication of the Presidency;NA;496;Secretaria de Comunicação Social da Presidência;NA;554
Secretariat for Social Communication;Events Coordination;661;Secretaria de Comunicação Social da Presidência;NA;554
SECOM of the Presidency;Secretariat for Social Communication;1203;Secretaria de Comunicação Social da Presidência;NA;554
SECOM;NA;2032;Secretaria de Comunicação Social da Presidência;NA;554
SECOM;NA;2032;Secretaria de Comunicação Social da Presidência;NA;554
Secretariat of Social Communication;External Public Relations;2193;Secretaria de Comunicação Social da Presidência;NA;554
SECOM;International Communication;2198;Secretaria de Comunicação Social da Presidência;NA;554
Social Communication Secretariat;International Communication;2307;Secretaria de Comunicação Social da Presidência;NA;554
Secretaria de Comunicação da Presidência da República;NA;3054;Secretaria de Comunicação Social da Presidência;NA;554
Secretariat of Environment of the Presidency of the Republic;Department of Science and Technology and co-operation;7;Secretaria de Meio Ambiente da Presidência;NA;555
National Secretariat of the Environment;NA;248;Secretaria de Meio Ambiente da Presidência;NA;555
Secretaria do Meio Ambiente, Presidencia da República;NA;280;Secretaria de Meio Ambiente da Presidência;NA;555
Secretary of the Environment;Air Quality Control;1402;Secretaria de Meio Ambiente da Presidência;NA;555
"Ministério da Educação; Secretaria de Meio Ambiente da Presidência";NA;2745;Secretaria de Meio Ambiente da Presidência;NA;555
Secretaria de Meio Ambiente da Presidência;NA;2846;Secretaria de Meio Ambiente da Presidência;NA;555
Minister of Planning and General Co-ordination;NA;350;Secretaria de Planejamento da Presidência da República;NA;556
Secretariat for the Promotion of Racial Equality;NA;386;Secretaria de Políticas de Promoção da Igualdade Racial;NA;557
Secretariat for the Promotion of Racial Equality;Secretariat for Affirmative Action Policies;430;Secretaria de Políticas de Promoção da Igualdade Racial;NA;557
Secretariat for the Promotion of Racial Equality;Traditional Communities Policies;1218;Secretaria de Políticas de Promoção da Igualdade Racial;NA;557
Secretariat for Institutional Relations;NA;369;Secretaria de Relações Institucionais;NA;558
Secretariat for Institutional Relations;Secretariat for Institutional Relations;665;Secretaria de Relações Institucionais;NA;558
Secretariat for Institutional Relations;Federative Affairs;1083;Secretaria de Relações Institucionais;NA;558
Secretariat for Institutional Relations;Parliamentary Affairs;1125;Secretaria de Relações Institucionais;NA;558
Presidencia da Republica;Special Secretary of Aquaculture and Fisheries;81;Secretaria Especial de Aquicultura e Pesca;NA;560
Presidencia da Republica;Secretariat of Aquiculture and Fisheries;82;Secretaria Especial de Aquicultura e Pesca;NA;560
Secretariat of Aquiculture and Fisheries;Coordination of Fresh Aquaculture;125;Secretaria Especial de Aquicultura e Pesca;NA;560
Secretariat for Human Rights;NA;375;Secretaria Especial de Direitos Humanos;NA;561
Secretariat for Human Rights;Department of International Relations;423;Secretaria Especial de Direitos Humanos;NA;561
Secretariat for Human Rights;National secretariat for the promotion and defence of human;1187;Secretaria Especial de Direitos Humanos;NA;561
Secretariat for Policies for Women;NA;363;Secretaria Especial de Políticas para as Mulheres;NA;562
Secretariat for Policies for Women;Communication;1031;Secretaria Especial de Políticas para as Mulheres;NA;562
Secretariat for Policies for Women;Gender Issues;1184;Secretaria Especial de Políticas para as Mulheres;NA;562
Secretariat for Policies for Woman;Sustainable Development;1224;Secretaria Especial de Políticas para as Mulheres;NA;562
Secretariat General of the Presidency of Republic;NA;362;Secretaria Geral da Presidência da República;NA;563
Secretariat General of the Presidency of the Republic;National Secretariat for Youth;429;Secretaria Geral da Presidência da República;NA;563
Secretariat General, Presidency of the Republic;National Office for Youth;638;Secretaria Geral da Presidência da República;NA;563
Secretariat General of the Presidency of the Republic;NA;712;Secretaria Geral da Presidência da República;NA;563
Secretariat General, Presidency of the Republic;NA;727;Secretaria Geral da Presidência da República;NA;563
Secretariat General, Presidency of the Republic;Department on Management;771;Secretaria Geral da Presidência da República;NA;563
Secretariat General, Presidency of the Republic;International Assistant;823;Secretaria Geral da Presidência da República;NA;563
Secretariat General, Presidency of the Republic;International Affairs Office;974;Secretaria Geral da Presidência da República;NA;563
Secretariat General, Presidency of the Republic;Department on Social Dialogues;1019;Secretaria Geral da Presidência da República;NA;563
Secretariat General, Presidency of the Republic;National Secretariat for Social Articulation;1130;Secretaria Geral da Presidência da República;NA;563
Secretariat General, Presidency of the Republic;Department of Social Participation;1136;Secretaria Geral da Presidência da República;NA;563
Secretariat General, Presidency of the Republic;Department of Education and People's Mobiliza;1192;Secretaria Geral da Presidência da República;NA;563
Secretariat General, Presidency of the Republic;Communications Office;1193;Secretaria Geral da Presidência da República;NA;563
Secretariat General, Presidency of the Republic of Brazil;International;1227;Secretaria Geral da Presidência da República;NA;563
Secretariat General, Presidency of the Republic;Political and Social Relations;1244;Secretaria Geral da Presidência da República;NA;563
Secretaria-Geral da Presidência;NA;2755;Secretaria Geral da Presidência da República;NA;563
Secretaria-Geral da Presidência;Assessoria para Assuntos Sociais;2825;Secretaria Geral da Presidência da República;NA;563
Secretariat for Ports;NA;372;Secretaria Nacional de Portos;NA;564
Secretariat for Ports;Communications Office;427;Secretaria Nacional de Portos;NA;564
Secretariat for Ports;International Cooperation Office;911;Secretaria Nacional de Portos;NA;564
Secretariat for Ports;Environmental Projects and Studies;1072;Secretaria Nacional de Portos;NA;564
NA;NA;24;Sem informação;NA;565
NA;NA;24;Sem informação;NA;565
NA;NA;24;Sem informação;NA;565
NA;Brazilian Delegation Office;2103;Sem informação;NA;565
NA;Brazilian Delegaton;2106;Sem informação;NA;565
Ouaresma;NA;2116;Sem informação;NA;565
NA;Brazilian Delegation;2533;Sem informação;NA;565
NA;Senator Eliziane Gama's Husband;2732;Sem organização;NA;566
SENAC;NA;1995;Senac;NA;567
Brazilian Federal Senate;Legislative Advisory Board;43;Senado Federal;NA;568
Senate;Senate Commission on Constitution and Justice;354;Senado Federal;NA;568
Federal Senate;NA;390;Senado Federal;NA;568
Federal Senate;Communications;775;Senado Federal;NA;568
Federal Senate;Senate Presidency;940;Senado Federal;NA;568
Senate;NA;1569;Senado Federal;NA;568
Senate;Climate Change Commission;2325;Senado Federal;NA;568
Senado Federal;NA;2798;Senado Federal;NA;568
Senado Federal;NA;2798;Senado Federal;NA;568
Senado Federal;Cerimonial do Senado;2877;Senado Federal;NA;568
Senado Federal;Estado do Acre;3215;Senado Federal;NA;568
Brazilian National Rural Learning Service;NA;2736;SENAR - Serviço Nacional de Aprendizagem Rural;NA;569
SERECO S/A;NA;1711;Sereco S.A.;NA;570
Entrepreneur National Service;NA;993;SESCOOP - Serviço Nacional de Aprendizagem do Cooperativismo;NA;571
Brazilian Forest Service;NA;310;SFB - Serviço Florestal Brasileiro;NA;572
Brazilian Forest Service (SFB);NA;321;SFB - Serviço Florestal Brasileiro;NA;572
Brazilian Forest Service;Forest Registry and Development;326;SFB - Serviço Florestal Brasileiro;NA;572
Brazilian Forest Service;Brazilian Forest Service;2602;SFB - Serviço Florestal Brasileiro;NA;572
Serviço Florestal Brasileiro;NA;3220;SFB - Serviço Florestal Brasileiro;NA;572
Shell Brasil S/A;External Affairs Manager;1859;Shell Brasil S/A;NA;573
Shell Brasil S/A;Shell Energy Efficiency Brazil (SEEB);1860;Shell Brasil S/A;NA;573
Union of Sawmills, Carpentry, Plywood and Laminate Industries of Beléem (SINDIMAD);NA;253;SINDIMAD - Sindicato das Indústrias de Serrarias, Carpintarias, Tanoarias, Madeiras, Compensados e Laminados, Aglomerados e Chapas de Fibras de Madeira de Belém, Ananindeua e Marituba;NA;574
Siqueira Castro Law Firm;Environmental Sector;1743;Siqueira Castro Advogados;NA;575
Brazilian Society of Environment International Law;NA;1467;Sociedade Brasileira de Direito Internacional do Meio Ambiente;NA;576
Brazilian Society of Ecological Economy;NA;2094;Sociedade Brasileira de Economia Ecológica;NA;577
Civil Society;NA;800;Sociedade civil;NA;578
Sos Mata Atlântica;NA;2109;SOS Mata Atlântica;NA;579
SouthSouthNorth;NA;1640;SouthSouthNorth;NA;580
Society of Research in Wildlife and Environmental Education;NA;2038;SPVS - Sociedade de Pesquisa em Vida Selvagem e Educação Ambiental;NA;581
Sociedade Pesquisa em Vida Selvagem e Educação Ambiental;Key Associados;2076;SPVS - Sociedade de Pesquisa em Vida Selvagem e Educação Ambiental;NA;581
Brasilian Rural Society;NA;2729;SRB - Sociedade Rural Brasileira;NA;582
Steering Committee for the 4th IMO GHG Study;Brazil;2728;Steering Committee for the 4th IMO GHG Study;NA;583
Supreme Court of Brazil;NA;391;STF - Supremo Tribunal Federal;NA;584
Superior Court of Justice;NA;837;STJ - Superior Tribunal de Justiça;NA;585
Superior Tribunal de Justiça;NA;3011;STJ - Superior Tribunal de Justiça;NA;585
SUDAM;NA;290;SUDAM - Superintendência do Desenvolvimento da Amazônia;NA;586
Superintendence for the Development of the Amazon Region;NA;480;SUDAM - Superintendência do Desenvolvimento da Amazônia;NA;586
Superintendence for the Development of the Amazon Region;Funds Management and Investments Incentives;493;SUDAM - Superintendência do Desenvolvimento da Amazônia;NA;586
Superintendence for the Development of the Centre-West Region;NA;504;SUDECO - Superintendência de Desenvolvimento do Centro-Oeste;NA;587
Superintendence for the Development of the Center-West Region;NA;516;SUDECO - Superintendência de Desenvolvimento do Centro-Oeste;NA;587
Superintendence for the Development of the Northeast Region;Territorial Development;521;SUDENE - Superintendência de Desenvolvimento do Nordeste;NA;588
Superintendence for the Development of the Northeast Region;Environmental Policies Manager;550;SUDENE - Superintendência de Desenvolvimento do Nordeste;NA;588
Superintendência do Desenvolvimento do Nordeste;NA;1283;SUDENE - Superintendência de Desenvolvimento do Nordeste;NA;588
Superintendence of the Manaus Free Trade Zone;NA;830;SUFRAMA - Superintendência da Zona Franca de Manaus;NA;589
Superintendence of the Manaus Free Trade Zone (SUFRAMA);NA;1231;SUFRAMA - Superintendência da Zona Franca de Manaus;NA;589
Suzano Paper and Cellulose;NA;608;Suzano Papel e Celulose;NA;590
Suzano Paper and Cellulose;Manager for International Relations;628;Suzano Papel e Celulose;NA;590
Suzano Papel e Celulose;NA;2093;Suzano Papel e Celulose;NA;590
Syngenta Seeds Ltda.;Special Projects;1861;Syngenta Seeds;NA;591
Tam;NA;580;Tam;NA;592
TCBR;Sustainability Director;1695;TCBR;NA;593
Brazilian Court of Audit;NA;616;TCU - Tribunal de Contas da União;NA;594
Bralizian Court of Audit;Secretariat for Social Communication;618;TCU - Tribunal de Contas da União;NA;594
Brazilian Court of Audit;Brazilian Court of Audit;621;TCU - Tribunal de Contas da União;NA;594
Brazilian Court of Audit;Aceri;686;TCU - Tribunal de Contas da União;NA;594
Brazilian Court of Audit;Communications Office;688;TCU - Tribunal de Contas da União;NA;594
Court of Audit;NA;693;TCU - Tribunal de Contas da União;NA;594
Brazilian Court of Audit;International Affairs Office;1102;TCU - Tribunal de Contas da União;NA;594
TCU;NA;1114;TCU - Tribunal de Contas da União;NA;594
Brazilian Court of Audit (TCU);NA;1213;TCU - Tribunal de Contas da União;NA;594
Federal Court of Audit (TCU);NA;2505;TCU - Tribunal de Contas da União;NA;594
Tribunal de Contas da União;NA;3012;TCU - Tribunal de Contas da União;NA;594
Telebrás;NA;640;Telebrás;NA;595
Terra de Direitos;NA;98;Terra de Direitos;NA;596
Terra de Direitos;NA;98;Terra de Direitos;NA;596
Terra de Direitos/Plataforma Dhesca;NA;696;Terra de Direitos;NA;596
The Nature Conservancy do Brasil;NA;126;The Nature Conservancy Brasil;NA;598
The Nature Conservancy Brasil;Forest & Climate;2390;The Nature Conservancy Brasil;NA;598
The Nature Conservancy Brasil;NA;2448;The Nature Conservancy Brasil;NA;598
Tozzini, Freire, Teixeira e Silva Law Firm;NA;1710;Tozzini, Freire, Teixeira e Silva Advogados;NA;599
Porto Alegre Urban Train Company;NA;815;Trensurb - Empresa de Trens Urbanos de Porto Alegre;NA;600
Regional Federal Appellate Court;NA;613;TRF - Tribunal Regional Federal;NA;601
Regional Federal Court;NA;2080;TRF - Tribunal Regional Federal;NA;601
Federal Regional Court;NA;2504;TRF - Tribunal Regional Federal;NA;601
Tribunal Regional Federal;3ª Seção do TRF 1;3065;TRF - Tribunal Regional Federal;NA;601
Tribunal Regional Federal;TRF 1;3087;TRF - Tribunal Regional Federal;NA;601
Permanent Court of Arbitration;NA;1649;Tribunal Permanente de Arbitragem;NA;602
Brazilian Union of middle and High School Students;NA;979;UBES - União Brasileira dos Estudantes Secundaristas;NA;603
General Union of Workers;NA;1146;UGT - União Geral dos Trabalhadores;NA;604
General Union of Workers;Regional Affairs;1167;UGT - União Geral dos Trabalhadores;NA;604
General Workers Union;NA;2097;UGT - União Geral dos Trabalhadores;NA;604
Union General de Trabajadores;NA;2098;UGT - União Geral dos Trabalhadores;NA;604
Union General de Trabajadores;Environment and Sustainable Development;2099;UGT - União Geral dos Trabalhadores;NA;604
Union General de Trabajadores;Communications;2100;UGT - União Geral dos Trabalhadores;NA;604
Union General de Trabajadores;Tax Committee;2101;UGT - União Geral dos Trabalhadores;NA;604
União Geral dos Trabalhadores;Secretaria de Serviços Públicos;2330;UGT - União Geral dos Trabalhadores;NA;604
União Geral dos Trabalhadores;Secretaria de Relações Internacionais;2350;UGT - União Geral dos Trabalhadores;NA;604
União Geral dos Trabalhadores;Secretaria de Meio Ambiente;2359;UGT - União Geral dos Trabalhadores;NA;604
União Geral dos Trabalhadores;Secretariat of International Relations;2369;UGT - União Geral dos Trabalhadores;NA;604
União Geral dos Trabalhadores;Sustainability Committee, Diretoria Executiva e Comite de Sustentabilidade;2372;UGT - União Geral dos Trabalhadores;NA;604
União Geral dos Trabalhadores;Environment National Secretariat;2381;UGT - União Geral dos Trabalhadores;NA;604
União Geral dos Trabalhadores;Sustainability Committee;2383;UGT - União Geral dos Trabalhadores;NA;604
UGT Brazil;NA;2384;UGT - União Geral dos Trabalhadores;NA;604
UNALE;NA;2331;UNALE - União Nacional dos Legisladores e Legislativos Estaduais;NA;605
Dirigente Municipais de Educacão National Union;NA;690;UNDIME - União Nacional dos Dirigentes Municipais de Educação;NA;606
Consultative Group of Experts (CGE);NA;2237;UNFCCC Consultative Group of Experts;NA;607
Consultative Group of Experts on National Communications of Parties not included in the Annex I of the Convention;GRULAC;2534;UNFCCC Consultative Group of Experts;NA;607
National Students Union;NA;692;União Nacional dos Estudantes;NA;608
União Planetária;NA;981;União Planetária;NA;609
Unica;NA;742;UNICA - União da Indústria de Cana-de-Açúcar;NA;610
Unica;Sustainable Development Manager;977;UNICA - União da Indústria de Cana-de-Açúcar;NA;610
Sao Paulo Sugarcane Agroindustry Union;NA;1562;UNICA - União da Indústria de Cana-de-Açúcar;NA;610
UNICA;NA;1701;UNICA - União da Indústria de Cana-de-Açúcar;NA;610
Unicafes;NA;694;UNICAFES - União Nacional das Cooperativas da Agricultura Familiar e Economia Solidária;NA;611
Unisol;NA;614;UNISOL - Central de Cooperativas e Empreendimentos Solidários;NA;612
United Nations Sustainable Development Solutions Network;NA;2425;United Nations Sustainable Development Solutions Network;NA;613
Catholic University of Brasília;NA;801;Universidade Católica de Brasília;NA;614
Catholic University of Brasilia;NA;2013;Universidade Católica de Brasília;NA;614
Universidade Católica de Brasília;Curso de direito;3097;Universidade Católica de Brasília;NA;614
University Mata Atlantica;NA;1960;Universidade da Mata Atlântica;NA;615
University of Brasília;NA;1112;Universidade de Brasília;NA;616
University of Brasília (UnB);NA;1172;Universidade de Brasília;NA;616
University of Brasilia;NA;1921;Universidade de Brasília;NA;616
UnB - Universidade de Brasília;Comissão de Políticas de Desenvolvimento Sustentável (CPDS);2928;Universidade de Brasília;NA;616
University of São Paulo;NA;537;Universidade de São Paulo;NA;617
Universidade de São Paulo;Instituto de Eletrotecnica e Energia;1379;Universidade de São Paulo;NA;617
Universidade de Sao Paulo;COPPE;1450;Universidade de São Paulo;NA;617
Universidade de Sao Paulo;Transport Programme;1451;Universidade de São Paulo;NA;617
CEPEA/FAESP;NA;1496;Universidade de São Paulo;NA;617
University of Sao Paulo;NA;1533;Universidade de São Paulo;NA;617
University of São Paulo;Center for Advanced Studies on Applied Economics (CEPEA);1546;Universidade de São Paulo;NA;617
University of São Paulo;CEPEA, ESALQ;1567;Universidade de São Paulo;NA;617
Universidade de Sao Paulo;Instituto de Estudos Avançados;1628;Universidade de São Paulo;NA;617
University of São Paulo;CEPEA;1630;Universidade de São Paulo;NA;617
University of São Paulo;CENBIO;1633;Universidade de São Paulo;NA;617
University of São Paulo;Instituto de Estudos Avançados;1680;Universidade de São Paulo;NA;617
University of São Paulo;ESALQ;1681;Universidade de São Paulo;NA;617
University of São Paulo;MCT;2118;Universidade de São Paulo;NA;617
University of São Paulo;Human Geography;2196;Universidade de São Paulo;NA;617
Universidade de São Paulo;FAPESP;2204;Universidade de São Paulo;NA;617
University of São Paulo;Post-graduation in Energy Program;2223;Universidade de São Paulo;NA;617
Universidade de São Paulo;Instituto de Estudos Avançados;2411;Universidade de São Paulo;NA;617
Universidade de São Paulo;NA;2847;Universidade de São Paulo;NA;617
Universidade de São Paulo;NA;2847;Universidade de São Paulo;NA;617
USP;Curso de Gestão Ambiental;2960;Universidade de São Paulo;NA;617
USP;"Faculdade de Saúde Pública; Revista de Direito Ambiental";2963;Universidade de São Paulo;NA;617
Universidade de São Paulo;Departamento de Gestão Administração;3136;Universidade de São Paulo;NA;617
University of Sussex;NA;1183;Universidade de Sussex;NA;618
Yale University;School of Forestry and Environmental Studies;2084;Universidade de Yale;NA;619
Universidade do Estado do Amazonas;Programa de Pós-Graduação em Direito Ambiental;66;Universidade do Estado do Amazonas;NA;620
State University of Campinas;NA;741;Universidade Estadual de Campinas;NA;621
University of Campinas;Interdisciplinary office on Energy Planning;793;Universidade Estadual de Campinas;NA;621
University of Campinas;NA;1005;Universidade Estadual de Campinas;NA;621
Unicamp;NA;1621;Universidade Estadual de Campinas;NA;621
Unicamp;NA;1621;Universidade Estadual de Campinas;NA;621
UNICAMP - Universidade Estadual de Campinas;Departamento de Botânica;2933;Universidade Estadual de Campinas;NA;621
Universidade de Campinas;NA;2982;Universidade Estadual de Campinas;NA;621
State University of Feira de Santana;NA;957;Universidade Estadual de Feira de Santana;NA;622
State University of Londrina;Department of Physiological Sciences;219;Universidade Estadual de Londrina;NA;623
State University of Londrina;NA;989;Universidade Estadual de Londrina;NA;623
Mato Grosso do Sul State University;NA;766;Universidade Estadual de Mato Grosso do Sul;NA;624
Rio de Janeiro State University;NA;935;Universidade Estadual do Rio de Janeiro;NA;625
Universidade Estadual do Rio de Janeiro;Engenharia Ambiental e Sanitária;3096;Universidade Estadual do Rio de Janeiro;NA;625
State University of São Paulo;NA;873;Universidade Estadual Paulista;NA;626
UNESP;NA;1967;Universidade Estadual Paulista;NA;626
Federal University of Bahia;NA;603;Universidade Federal da Bahia;NA;627
University of Bahia;Administrative School;2019;Universidade Federal da Bahia;NA;627
University of Bahia;Politechnical School;2020;Universidade Federal da Bahia;NA;627
University of Bahia;NA;2161;Universidade Federal da Bahia;NA;627
Federal University of Bahia;Graduate Program in Management;2313;Universidade Federal da Bahia;NA;627
Federal University of Paraíba;NA;1123;Universidade Federal da Paraíba;NA;628
Federal University of Goiás;NA;947;Universidade Federal de Goiás;NA;629
Federal University of Goias;NA;1113;Universidade Federal de Goiás;NA;629
Unifei;NA;962;Universidade Federal de Itajubá;NA;630
Federal University of Mato Grosso;NA;1133;Universidade Federal de Mato Grosso;NA;631
Federal University of Minas Gerais;NA;749;Universidade Federal de Minas Gerais;NA;632
Federal University of Minas Gerais;Informatics Policies;1240;Universidade Federal de Minas Gerais;NA;632
Universidade Federal de Minas Gerais;Engineering School, Production Engineering;2396;Universidade Federal de Minas Gerais;NA;632
UFMG - Universidade Federal de Minas Gerais;Comissão de Políticas de Desenvolvimento Sustentável (CPDS);2927;Universidade Federal de Minas Gerais;NA;632
Universidade Federal de Pernambuco;Department of Oceanography;96;Universidade Federal de Pernambuco;NA;633
Federal University of Pernambuco;NA;952;Universidade Federal de Pernambuco;NA;633
Universidade Federal de Pernambuco;NA;1277;Universidade Federal de Pernambuco;NA;633
Federal University of Roraima;NA;1002;Universidade Federal de Roraima;NA;634
Federal University of Santa Catarina;Secretariat for Technological Development and Innovation;415;Universidade Federal de Santa Catarina;NA;635
Federal University of Santa Catarina;NA;625;Universidade Federal de Santa Catarina;NA;635
University of Santa Catarina;NA;1922;Universidade Federal de Santa Catarina;NA;635
Federal University of São Carlos;NA;810;Universidade Federal de São Carlos;NA;636
Federal University of ABC São Paulo;NA;1164;Universidade Federal do ABC;NA;637
Federal University of Acre;NA;2216;Universidade Federal do Acre;NA;638
Federal University of Amapá;NA;405;Universidade Federal do Amapá;NA;639
Federal university of Amapa;NA;612;Universidade Federal do Amapá;NA;639
Federal University of Ceará;NA;870;Universidade Federal do Ceará;NA;640
Federal University of the State of Ceara;NA;1295;Universidade Federal do Ceará;NA;640
