"";"org_sujo";"org_detalhe_sujo";"id_org_dupla";"org_limpo";"org_detalhe_limpo";"id_org_unica"
"2115";"Secretariat for Social Communication";"Events Coordination";661;"Secretaria de Comunicação Social da Presidência";NA;554
"2116";"Secretariat for Social Communication of the Presidency";NA;496;"Secretaria de Comunicação Social da Presidência";NA;554
"2117";"Secretariat for Strategic Affairs";NA;382;"Secretaria de Assuntos Estratégicos";NA;551
"2118";"Secretariat for Strategic Affairs";"International Relations Advisor";620;"Secretaria de Assuntos Estratégicos";NA;551
"2119";"Secretariat for the Promotion of Racial Equality";NA;386;"Secretaria de Políticas de Promoção da Igualdade Racial";NA;557
"2120";"Secretariat for the Promotion of Racial Equality";"Secretariat for Affirmative Action Policies";430;"Secretaria de Políticas de Promoção da Igualdade Racial";NA;557
"2121";"Secretariat for the Promotion of Racial Equality";"Traditional Communities Policies";1218;"Secretaria de Políticas de Promoção da Igualdade Racial";NA;557
"2122";"Secretariat General of the Presidency of Republic";NA;362;"Secretaria Geral da Presidência da República";NA;563
"2123";"Secretariat General of the Presidency of the Republic";"National Secretariat for Youth";429;"Secretaria Geral da Presidência da República";NA;563
"2124";"Secretariat General of the Presidency of the Republic";NA;712;"Secretaria Geral da Presidência da República";NA;563
"2125";"Secretariat General, Presidency of the Republic";"National Office for Youth";638;"Secretaria Geral da Presidência da República";NA;563
"2126";"Secretariat General, Presidency of the Republic";NA;727;"Secretaria Geral da Presidência da República";NA;563
"2127";"Secretariat General, Presidency of the Republic";"Department on Management";771;"Secretaria Geral da Presidência da República";NA;563
"2128";"Secretariat General, Presidency of the Republic";"International Assistant";823;"Secretaria Geral da Presidência da República";NA;563
"2129";"Secretariat General, Presidency of the Republic";"International Affairs Office";974;"Secretaria Geral da Presidência da República";NA;563
"2130";"Secretariat General, Presidency of the Republic";"Department on Social Dialogues";1019;"Secretaria Geral da Presidência da República";NA;563
"2131";"Secretariat General, Presidency of the Republic";"National Secretariat for Social Articulation";1130;"Secretaria Geral da Presidência da República";NA;563
"2132";"Secretariat General, Presidency of the Republic";"Department of Social Participation";1136;"Secretaria Geral da Presidência da República";NA;563
"2133";"Secretariat General, Presidency of the Republic";"Department of Education and People's Mobiliza";1192;"Secretaria Geral da Presidência da República";NA;563
"2134";"Secretariat General, Presidency of the Republic";"Communications Office";1193;"Secretaria Geral da Presidência da República";NA;563
"2135";"Secretariat General, Presidency of the Republic";"Political and Social Relations";1244;"Secretaria Geral da Presidência da República";NA;563
"2136";"Secretariat General, Presidency of the Republic of Brazil";"International";1227;"Secretaria Geral da Presidência da República";NA;563
"2137";"Secretariat of Aquiculture and Fisheries";"Coordination of Fresh Aquaculture";125;"Secretaria Especial de Aquicultura e Pesca";NA;560
"2138";"Secretariat of Civil Aviation";"International Affairs";437;"Secretaria de Aviação Civil";NA;552
"2139";"Secretariat of Civil Aviation";"Social Communication";831;"Secretaria de Aviação Civil";NA;552
"2140";"Secretariat of Environment of the Presidency of the Republic";"Department of Science and Technology and co-operation";7;"Secretaria de Meio Ambiente da Presidência";NA;555
"2141";"Secretariat of Science, Technology and Innovation (SECTI)";NA;1670;"Ministério da Ciência e Tecnologia";NA;422
"2142";"Secretariat of Social Communication";"External Public Relations";2193;"Secretaria de Comunicação Social da Presidência";NA;554
"2143";"Secretariat of Strategic Affairs";"Secretariat of Sustainable Development";2304;"Secretaria de Assuntos Estratégicos";NA;551
"2144";"Secretary of Science and Technology of the Presidency of the Republic";NA;6;"Secretaria de Ciência e Tecnologia da Presidência";NA;553
"2145";"Secretary of the Environment";NA;1372;"Distrito Federal";NA;198
"2146";"Secretary of the Environment";"Air Quality Control";1402;"Secretaria de Meio Ambiente da Presidência";NA;555
"2147";"Securities and Exchange Commission";NA;1131;"CVM - Comissão de Valores Mobiliários";NA;189
"2148";"Securities and Exchange Commission";"International relations";1233;"CVM - Comissão de Valores Mobiliários";NA;189
"2149";"SEMAN/PR";"IBAMA";1373;"IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";NA;324
"2150";"Semiarido National Institute";NA;841;"INSA - Instituto Nacional do Semi-Árido";NA;355
"2151";"SENAC";NA;1995;"Senac";NA;567
"2152";"Senate";"Senate Commission on Constitution and Justice";354;"Senado Federal";NA;568
"2153";"Senate";NA;1569;"Senado Federal";NA;568
"2154";"Senate";"Climate Change Commission";2325;"Senado Federal";NA;568
"2155";"SERECO S/A";NA;1711;"Sereco S.A.";NA;570
"2156";"Sérgio Pataro Ethanol Distillery";NA;1823;"Destilaria Sérgio Pataro";NA;197
"2157";"Shell Brasil S/A";"External Affairs Manager";1859;"Shell Brasil S/A";NA;573
"2158";"Shell Brasil S/A";"Shell Energy Efficiency Brazil (SEEB)";1860;"Shell Brasil S/A";NA;573
"2159";"Siqueira Castro Law Firm";"Environmental Sector";1743;"Siqueira Castro Advogados";NA;575
"2160";"Social and Economic Development Council";NA;602;"Conselho de Desenvolvimento Econômico e Social";NA;169
"2161";"Social Carbon Standard";NA;2108;"Carbono Social Serviços Ambientais";NA;104
"2162";"Social Communication Secretariat";"International Communication";2307;"Secretaria de Comunicação Social da Presidência";NA;554
"2163";"Sociedade Pesquisa em Vida Selvagem e Educação Ambiental";"Key Associados";2076;"SPVS - Sociedade de Pesquisa em Vida Selvagem e Educação Ambiental";NA;581
"2164";"Society of Research in Wildlife and Environmental Education";NA;2038;"SPVS - Sociedade de Pesquisa em Vida Selvagem e Educação Ambiental";NA;581
"2165";"Society, Population and Nature Institute";NA;896;"ISPN - Instituto Sociedade, População e Natureza";NA;399
"2166";"Solidary Economy Brazilian Forum";NA;675;"Fórum Brasileiro de Economia Solidária";NA;278
"2167";"Sos Mata Atlântica";NA;2109;"SOS Mata Atlântica";NA;579
"2168";"SouthSouthNorth";NA;1640;"SouthSouthNorth";NA;580
"2169";"Special Advisory Office of the President of the Republic";NA;512;"Assessoria Especial da Presidência da República";NA;60
"2170";"Special Advisory Officer of the President of the Republic";NA;461;"Assessoria Especial da Presidência da República";NA;60
"2171";"State Centre for Census Research";NA;1176;"Universidade Federal do Rio Grande do Sul";"Centro Estadual de Pesquisa Em Sensoriamento Remoto";648
"2172";"State Chamber";"Environment Commission";552;"Estado de Goiás";NA;225
"2173";"State Chamber";"Environment Commission";2737;"Estado de São Paulo";NA;232
"2174";"State Federal District";"Secretariat for Tourism";976;"Distrito Federal";NA;198
"2175";"State Institute for Forests";NA;586;"Estado do Amapá";"Instituto Estadual de Florestas";236
"2176";"State of Acre";"Escola da Floresta Roberval Cardoso, Instituto Estadual de Educaçao Profissional Dom Moacyr";76;"Estado do Acre";NA;235
"2177";"State of Acre";"State Secretariat for Communication";426;"Estado do Acre";NA;235
"2178";"State of Acre";"State Secretariat for Environment";645;"Estado do Acre";NA;235
"2179";"State of Acre";NA;770;"Estado do Acre";NA;235
"2180";"State of Acre";"Federal Institute of Education Science and Technology of Acre";925;"Estado do Acre";NA;235
"2181";"State of Acre";"State Office of the Chief of Staff";1020;"Estado do Acre";NA;235
"2182";"State of Acre";"State Secretariat for Polices for Women";1021;"Estado do Acre";NA;235
"2183";"State of Acre";"Instituto de Mudança Climática";2326;"Estado do Acre";NA;235
"2184";"State of Acre";"Comitê Científico do SISA";2333;"Estado do Acre";NA;235
"2185";"State of Acre";"Instituto de Mudanças Climáticas e Regularização de Serviços Ambientais - IMC";2352;"Estado do Acre";NA;235
"2186";"State of Acre";"Procuradoria Geral do Estado";2358;"Estado do Acre";NA;235
"2187";"State of Acre";"Secretaria de Meio Ambiente";2365;"Estado do Acre";NA;235
"2188";"State of Acre";"Civil House";2370;"Estado do Acre";NA;235
"2189";"State of Acre";"Scientific Committee - SISA";2386;"Estado do Acre";NA;235
"2190";"State of Acre";"CDSA - Companhia de Desenvolvimento de Serviços Ambientais";2387;"Estado do Acre";NA;235
"2191";"State of Acre";"Comissão de Validação e Acompanhamento do SISA";2393;"Estado do Acre";NA;235
"2192";"State of Acre";"CDSA";2405;"Estado do Acre";NA;235
"2193";"State of Acre";"Governor's Office";2412;"Estado do Acre";NA;235
"2194";"State of Acre";"Assembleia Legislativa";2445;"Estado do Acre";NA;235
"2195";"State of Acre";"Assessoria Indígena";2461;"Estado do Acre";NA;235
"2196";"State of Acre";"Institute for Climate Change and Environmental Services";2527;"Estado do Acre";NA;235
"2197";"State of Acre";"Office of Climate Change and Environmental Services";2528;"Estado do Acre";NA;235
"2198";"State of Acre";"Secretariat for Environment and Sustainability";2530;"Estado do Acre";NA;235
"2199";"State of Acre";"Communication";2544;"Estado do Acre";NA;235
"2200";"State of Acre";"Company Environmental Services Development";2554;"Estado do Acre";NA;235
"2201";"State of Acre";"Planning";2555;"Estado do Acre";NA;235
"2202";"State of Acre";"Tourism and Leisure State Secretary";2604;"Estado do Acre";NA;235
"2203";"State of Acre";"State Assembly";2629;"Estado do Acre";NA;235
"2204";"State of Acre";"Secretary of State of Planning";2635;"Estado do Acre";NA;235
"2205";"State of Acre";"Environment";2715;"Estado do Acre";NA;235
"2206";"State of Acre";"Secretary of Communication";2716;"Estado do Acre";NA;235
"2207";"State of Acre";"Executive Office";2717;"Estado do Acre";NA;235
"2208";"State of Amapa";"Environment";2549;"Estado do Amapá";NA;236
"2209";"State of Amapa";"Urban Planning";2723;"Estado do Amapá";NA;236
"2210";"State of Amapa";"Communication";2724;"Estado do Amapá";NA;236
"2211";"State of Amapa";NA;2726;"Estado do Amapá";NA;236
"2212";"State of Amapá";NA;583;"Estado do Amapá";NA;236
"2213";"State of Amapá";"Secretary for Environment";584;"Estado do Amapá";NA;236
"2214";"State of Amapá";"Secretary for Science and Technology";585;"Estado do Amapá";NA;236
"2215";"State of Amapá";"Secretary for Industry, Trade and Mining";587;"Estado do Amapá";NA;236
"2216";"State of Amapá";"IEF";2341;"Estado do Amapá";NA;236
"2217";"State of Amapá";"Secretaria de Meio Ambiente, Office of the Secretary";2451;"Estado do Amapá";NA;236
"2218";"State of Amazonas";"Communication Agency";513;"Estado do Amazonas";NA;237
"2219";"State of Amazonas";NA;515;"Estado do Amazonas";NA;237
"2220";"State of Amazonas";"Communications Agency";654;"Estado do Amazonas";NA;237
"2221";"State of Amazonas";"General coordination for Climate Change and Conservation Union";887;"Estado do Amazonas";NA;237
"2222";"State of Amazonas";"Secretariat for Environment and Sustainable Development";1076;"Estado do Amazonas";NA;237
"2223";"State of Amazonas";"Social Promotion Fund";1079;"Estado do Amazonas";NA;237
"2224";"State of Amazonas";"Secretariat of Environment and Sustainable Development";1732;"Estado do Amazonas";NA;237
"2225";"State of Amazonas";"Sustainable Development";1777;"Estado do Amazonas";NA;237
"2226";"State of Amazonas";"Planning";1778;"Estado do Amazonas";NA;237
"2227";"State of Amazonas";"Communications";1779;"Estado do Amazonas";NA;237
"2228";"State of Amazonas";"Governor's Office";1789;"Estado do Amazonas";NA;237
"2229";"State of Amazonas";"Court of Audit";1899;"Estado do Amazonas";NA;237
"2230";"State of Amazonas";"Senar";1998;"Estado do Amazonas";NA;237
"2231";"State of Amazonas";"State Assembly";2115;"Estado do Amazonas";NA;237
"2232";"State of Amazonas";"Cabinet of the Executive Secretary, Environment and Sustainable Development Secretariat";2318;"Estado do Amazonas";NA;237
"2233";"State of Amazonas";"Forest and Ecosystem Services, Environment and Sustainable Development Secretariat";2324;"Estado do Amazonas";NA;237
"2234";"State of Amazonas";"Cabinet of the Secretary, Environment and Sustainable Development";2328;"Estado do Amazonas";NA;237
"2235";"State of Amazonas";"State Center for Protected Protected Areas, Environment and Sustainable Development Secretariat";2342;"Estado do Amazonas";NA;237
"2236";"State of Amazonas";"Assembleia Legislativa";2357;"Estado do Amazonas";NA;237
"2237";"State of Amazonas";"Management Unit of the State, Center for Climate Change and State Center for Protected Areas, Secretary of Environment";2436;"Estado do Amazonas";NA;237
"2238";"State of Amazonas";"Environment";2476;"Estado do Amazonas";NA;237
"2239";"State of Amazonas";"International Relations";2477;"Estado do Amazonas";NA;237
"2240";"State of Amazonas";"Communication";2478;"Estado do Amazonas";NA;237
"2241";"State of Amazonas";"Secretariat for the Environment";2586;"Estado do Amazonas";NA;237
"2242";"State of Amazonas";"Institutional Relations";2606;"Estado do Amazonas";NA;237
"2243";"State of Amazonas";"Audit Office";2660;"Estado do Amazonas";NA;237
"2244";"State of Amazonas";"Audit Office, Second Chamber";2661;"Estado do Amazonas";NA;237
"2245";"State of Amazonas";"Federative and International Relations";2713;"Estado do Amazonas";NA;237
"2246";"State of Bahia";"Secretaria Estadual de Meio Ambiente e Recursos Hidricos";108;"Estado da Bahia";NA;222
"2247";"State of Bahia";"Secretariat for environment";751;"Estado da Bahia";NA;222
"2248";"State of Bahia";"Extraordinary Secretariat for International Affair";757;"Estado da Bahia";NA;222
"2249";"State of Bahia";NA;868;"Estado da Bahia";NA;222
"2250";"State of Bahia";"Secretariat for Planning";920;"Estado da Bahia";NA;222
"2251";"State of Bahia";"State Legislative Assembly";987;"Estado da Bahia";NA;222
"2252";"State of Bahia";"State tribunal";1043;"Estado da Bahia";NA;222
"2253";"State of Bahia";"Secretariat for Institutional Relations";1106;"Estado da Bahia";NA;222
"2254";"State of Bahia";"Office of the Chief of Staff";1157;"Estado da Bahia";NA;222
"2255";"State of Bahia";"State Prosecutor General";1215;"Estado da Bahia";NA;222
"2256";"State of Bahia";"Office for Water Resources";1294;"Estado da Bahia";NA;222
"2257";"State of Bahia";"Brazilian Forum on Climate Change";1785;"Estado da Bahia";NA;222
"2258";"State of Bahia";"Environmental Office";1787;"Estado da Bahia";NA;222
"2259";"State of Bahia";"Superintendency of Water Resources";1788;"Estado da Bahia";NA;222
"2260";"State of Bahia";"Bahia Forum";2004;"Estado da Bahia";NA;222
"2261";"State of Bahia";"Secretary of Environment";2688;"Estado da Bahia";NA;222
"2262";"State of Bahia";"Institute for the Environment and Water Resources; Water";2689;"Estado da Bahia";NA;222
"2263";"State of Bahia";"Institute for the Environment and Water Resources";2690;"Estado da Bahia";NA;222
"2264";"State of Ceará";NA;662;"Estado do Ceará";NA;238
"2265";"State of Ceará";"Rio+20";846;"Estado do Ceará";NA;238
"2266";"State of Ceará";"Council on Environmental Policies and Management";1127;"Estado do Ceará";NA;238
"2267";"State of Distrito Federal";NA;1900;"Distrito Federal";NA;198
"2268";"State of Espírito Santo";"State Programme on Adaptation to Climate Change";711;"Estado do Espírito Santo";NA;239
"2269";"State of Espírito Santo";"State Prosecutor General";717;"Estado do Espírito Santo";NA;239
"2270";"State of Espírito Santo";NA;824;"Estado do Espírito Santo";NA;239
"2271";"State of Espírito Santo";"Secretariat for Communication";832;"Estado do Espírito Santo";NA;239
"2272";"State of Espírito Santo";"Commission on Environmental Defence";1189;"Estado do Espírito Santo";NA;239
"2273";"State of Espírito Santo";"State Legislative Assembly";1230;"Estado do Espírito Santo";NA;239
"2274";"State of Espírito Santo";"State Assembly";1783;"Estado do Espírito Santo";NA;239
"2275";"State of Espírito Santo";"Environment and Water Resources";2658;"Estado do Espírito Santo";NA;239
"2276";"State of Estado do Espirito Santo";"Secretariat of the Environment";65;"Estado do Espírito Santo";NA;239
"2277";"State of Federal District";"Secretariat for Environment and Water Resources";739;"Distrito Federal";NA;198
"2278";"State of Federal District";"State Secretariat for Housing, Regularization and Urban Development";802;"Distrito Federal";NA;198
"2279";"State of Federal District";"Secretariat for the Promotion of Racial Equality";922;"Distrito Federal";NA;198
"2280";"State of Federal District";"IBRAM";1091;"Distrito Federal";NA;198
"2281";"State of Federal District";"Social communication";1158;"Distrito Federal";NA;198
"2282";"State of Federal District";NA;1198;"Distrito Federal";NA;198
"2283";"State of Federal District";"ADASA";1211;"Distrito Federal";NA;198
"2284";"State of Federal District";"Secretariat for Institutional Publicity of the Federal District";1253;"Distrito Federal";NA;198
"2285";"State of Federal District";"Chamber of Representatives of the Federal District";1492;"Distrito Federal";NA;198
"2286";"State of Federal District";"Institute of Environment and Water Resources";1901;"Distrito Federal";NA;198
"2287";"State of Goias";"Environmental Agency";59;"Estado de Goiás";NA;225
"2288";"State of Goias";"Registry for the Environment and Water Resources";1907;"Estado de Goiás";NA;225
"2289";"State of Goiás";NA;462;"Estado de Goiás";NA;225
"2290";"State of Goiás";"Office of the Chief of Staff";551;"Estado de Goiás";NA;225
"2291";"State of Goiás";"Secretariat for International Affairs";730;"Estado de Goiás";NA;225
"2292";"State of Goiás";"Legislative Assembly";1555;"Estado de Goiás";NA;225
"2293";"State of Goiás";"Environmental Agency";1599;"Estado de Goiás";NA;225
"2294";"State of Goiás";"State Assembly";1986;"Estado de Goiás";NA;225
"2295";"State of Goiás";"Secretariat of Environment and Hydric Resources";2181;"Estado de Goiás";NA;225
"2296";"State of Goiás";"Special Projects Unit, Secretariat of Environment";2355;"Estado de Goiás";NA;225
"2297";"State of Goiás";"Natural Resources, Department of Economic Instruments for Environmental Management, Secretary of State for the Environment and Water Resources";2408;"Estado de Goiás";NA;225
"2298";"State of Goiás";"Special Projects Unit, Secretaria de Estado do Meio Ambiente e dos Recursos Hídricos";2430;"Estado de Goiás";NA;225
"2299";"State of Goiás";"Secretaria de Estado do Meio Ambiente e Recursos Hídricos";2458;"Estado de Goiás";NA;225
"2300";"State of Goiás";"Water Resources, Infrastructure Cities Affairs";2473;"Estado de Goiás";NA;225
"2301";"State of Goiás";"Secretariat for Environment, Water Resources, Infrastructure Cities and Metropolitan Affairs";2583;"Estado de Goiás";NA;225
"2302";"State of Maranhão";"Secretariat for the Environment and Natural Resources";1293;"Estado do Maranhão";NA;240
"2303";"State of Maranhão";"Environment";2614;"Estado do Maranhão";NA;240
"2304";"State of Maranhão";"Human Development Index";2692;"Estado do Maranhão";NA;240
"2305";"State of Maranhão";"Secretary of Human Rights and Participation";2693;"Estado do Maranhão";NA;240
"2306";"State of Maranhão Industrial";"Secretary for Environment";2540;"Estado do Maranhão";NA;240
"2307";"State of Maranhão Industrial Federation";NA;2538;"FIEMA - Federação das Indústrias do Estado do Maranhão";NA;265
"2308";"State of Mato Grosso";NA;571;"Estado de Mato Grosso";NA;226
"2309";"State of Mato Grosso";"Legislative Assembly";907;"Estado de Mato Grosso";NA;226
"2310";"State of Mato Grosso";"State Appellate Court";1013;"Estado de Mato Grosso";NA;226
"2311";"State of Mato Grosso";"State Legislative Assembly";1065;"Estado de Mato Grosso";NA;226
"2312";"State of Mato Grosso";"Secretariat for Industry, Trade and Mining and Energy";1137;"Estado de Mato Grosso";NA;226
"2313";"State of Mato Grosso";"Secretariat for Environment";1236;"Estado de Mato Grosso";NA;226
"2314";"State of Mato Grosso";"Environment";1780;"Estado de Mato Grosso";NA;226
"2315";"State of Mato Grosso";"Communications";1781;"Estado de Mato Grosso";NA;226
"2316";"State of Mato Grosso";"State Assembly";1782;"Estado de Mato Grosso";NA;226
"2317";"State of Mato Grosso";"Governor's Office";1790;"Estado de Mato Grosso";NA;226
"2318";"State of Mato Grosso";"AGROFLORA";1794;"Estado de Mato Grosso";NA;226
"2319";"State of Mato Grosso";"Coordination of Climate Change, Environment";2379;"Estado de Mato Grosso";NA;226
"2320";"State of Mato Grosso";"Program and Project of REDD, Supervision of Climatic Change and Biodiversity, Secretaria de Estado do Meio Ambiente";2391;"Estado de Mato Grosso";NA;226
"2321";"State of Mato Grosso";"Environmental Management";2517;"Estado de Mato Grosso";NA;226
"2322";"State of Mato Grosso";"Economic Development";2605;"Estado de Mato Grosso";NA;226
"2323";"State of Mato Grosso";"State Assembly, Thematic Chamber";2709;"Estado de Mato Grosso";NA;226
"2324";"State of Minas Gerais";"Environment";53;"Estado de Minas Gerais";NA;227
"2325";"State of Minas Gerais";NA;519;"Estado de Minas Gerais";NA;227
"2326";"State of Minas Gerais";"Institute for Water";702;"Estado de Minas Gerais";NA;227
"2327";"State of Minas Gerais";"Secretariat for the Development of Vales";792;"Estado de Minas Gerais";NA;227
"2328";"State of Minas Gerais";"State Foundation for the Environment";843;"Estado de Minas Gerais";NA;227
"2329";"State of Minas Gerais";"Undersecretariat for Control and Integrated Environmental Over";1029;"Estado de Minas Gerais";NA;227
"2330";"State of Minas Gerais";"Secretariat for Science, Technology and Higher Education";1078;"Estado de Minas Gerais";NA;227
"2331";"State of Minas Gerais";"UNESCO-HidroEX";1082;"Estado de Minas Gerais";NA;227
"2332";"State of Minas Gerais";"Secretariat for Agriculture, Livestock and Supply";1124;"Estado de Minas Gerais";NA;227
"2333";"State of Minas Gerais";"Secretariat for the Environment and Sustainable Development";1619;"Estado de Minas Gerais";NA;227
"2334";"State of Minas Gerais";"Forum on Global Climate Change of Minas Gerais State";1737;"Estado de Minas Gerais";NA;227
"2335";"State of Minas Gerais";"Secretariat of Environment and Sustainable Development";1757;"Estado de Minas Gerais";NA;227
"2336";"State of Minas Gerais";"Environment and Sustainable Development";1856;"Estado de Minas Gerais";NA;227
"2337";"State of Minas Gerais";"Climate Change Forum of Minas Gerais State";1940;"Estado de Minas Gerais";NA;227
"2338";"State of Minas Gerais";"Council Environmental Policy of Minas Gerais";2000;"Estado de Minas Gerais";NA;227
"2339";"State of Minas Gerais";"Fórum Mineiro de Mudanças Climáticas";2421;"Estado de Minas Gerais";NA;227
"2340";"State of Minas Gerais";"Secretary for International Relations";2516;"Estado de Minas Gerais";NA;227
"2341";"State of Minas Gerais";"International Relations";2525;"Estado de Minas Gerais";NA;227
"2342";"State of Minas Gerais";"Environmental Foundation";2526;"Estado de Minas Gerais";NA;227
"2343";"State of Minas Gerais";"CODEMIG";2532;"Estado de Minas Gerais";NA;227
"2344";"State of Minas Gerais";"Civil Cabinet";2611;"Estado de Minas Gerais";NA;227
"2345";"State of Minas Gerais";"Development Bank of Minas Gerais";2708;"Estado de Minas Gerais";NA;227
"2346";"State of Pará";NA;577;"Estado do Pará";NA;242
"2347";"State of Pará";"Secretariat for Environment";578;"Estado do Pará";NA;242
"2348";"State of Pará";"Green Municipalities Programme";579;"Estado do Pará";NA;242
"2349";"State of Pará";"Agência de Notícias";1905;"Estado do Pará";NA;242
"2350";"State of Pará";"Office of the State Secretary, Environment";2315;"Estado do Pará";NA;242
"2351";"State of Pará";"Green Municipalities Program";2470;"Estado do Pará";NA;242
"2352";"State of Pará";"Secretary for Environmental Management";2522;"Estado do Pará";NA;242
"2353";"State of Pará";"Military Office";2600;"Estado do Pará";NA;242
"2354";"State of Pará";"Communication";2625;"Estado do Pará";NA;242
"2355";"State of Pará";"International Relations Department";2633;"Estado do Pará";NA;242
"2356";"State of Pará";"Secretariat of Environment and Sustainability";2659;"Estado do Pará";NA;242
"2357";"State of Pará";"Secretary of Environment and Sustainability";2695;"Estado do Pará";NA;242
"2358";"State of Pará";"Secretariat of Communication";2696;"Estado do Pará";NA;242
"2359";"State of Pará";"Secretariat of Water Resources and Climate";2698;"Estado do Pará";NA;242
"2360";"State of Paraiba";"Department of the Environment, Water and Mineral Resources";1638;"Estado da Paraíba";NA;223
"2361";"State of Paraíba";"Secretariat for environment";859;"Estado da Paraíba";NA;223
"2362";"State of Paraíba";"Public Ministry of the State of Paraíba";1087;"Estado da Paraíba";NA;223
"2363";"State of Paraíba";NA;1175;"Estado da Paraíba";NA;223
"2364";"State of Parana";NA;127;"Estado do Paraná";NA;243
"2365";"State of Parana";"Secretariat of the Environment and Water Resources of the State of Parana";129;"Estado do Paraná";NA;243
"2366";"State of Parana";"State Secretary for Public Security";132;"Estado do Paraná";NA;243
"2367";"State of Parana";"State Official Press Department";141;"Estado do Paraná";NA;243
"2368";"State of Parana";"Oscar Niemeyer Museum";150;"Estado do Paraná";NA;243
"2369";"State of Paraná";"Secretary of the Environment and Water Resources of the State of Parana";56;"Estado do Paraná";NA;243
"2370";"State of Paraná";NA;122;"Estado do Paraná";NA;243
"2371";"State of Paraná";"Secretariat for Urban Development";659;"Estado do Paraná";NA;243
"2372";"State of Paraná";"State Secretariat for Family and Social Development";772;"Estado do Paraná";NA;243
"2373";"State of Paraná";"Secretariat for Environment and Water Resources";894;"Estado do Paraná";NA;243
"2374";"State of Paraná";"Commission on Ecology and the Environment";966;"Estado do Paraná";NA;243
"2375";"State of Paraná";"State tribunal";1068;"Estado do Paraná";NA;243
"2376";"State of Paraná";"COPEL";1477;"Estado do Paraná";NA;243
"2377";"State of Paraná";"Department of the Environment";1606;"Estado do Paraná";NA;243
"2378";"State of Paraná";"Environmental Institute of Paraná";1624;"Estado do Paraná";NA;243
"2379";"State of Paraná";"Secretariat for the Environment and Sustainable Development";1627;"Estado do Paraná";NA;243
"2380";"State of Paraná";"Secretariat for the Environment";1641;"Estado do Paraná";NA;243
"2381";"State of Paraná";"Biodiversity, Environmental Institute of Paraná";1734;"Estado do Paraná";NA;243
"2382";"State of Paraná";"Planning and Economic Development";2479;"Estado do Paraná";NA;243
"2383";"State of Pernambuco";"Secretariat for Environment and Water Resources";107;"Estado de Pernambuco";NA;228
"2384";"State of Pernambuco";"Secretary of Science, Technology and Environment";1902;"Estado de Pernambuco";NA;228
"2385";"State of Pernambuco";"Laboratory of Meteorology of the Technological Institute of Pernambuco";1903;"Estado de Pernambuco";NA;228
"2386";"State of Pernambuco";NA;1955;"Estado de Pernambuco";NA;228
"2387";"State of Pernambuco";"Science, Technology and Environment";2001;"Estado de Pernambuco";NA;228
"2388";"State of Pernambuco";"Secretary for Environment and Sustainability";2250;"Estado de Pernambuco";NA;228
"2389";"State of Pernambuco";"Secretaria de Meio Ambiente e Sustentabilidade";2447;"Estado de Pernambuco";NA;228
"2390";"State of Pernambuco";"Secretariat for Environment and Sustainability";2541;"Estado de Pernambuco";NA;228
"2391";"State of Pernambuco";"Environment";2710;"Estado de Pernambuco";NA;228
"2392";"State of Piaui";"State Legislative Assembly";1229;"Estado do Piauí";NA;244
"2393";"State of Piaui";NA;1942;"Estado do Piauí";NA;244
"2394";"State of Piauí";"Secretariat for Planning";435;"Estado do Piauí";NA;244
"2395";"State of Piauí";"Secretariat for Environment and Renewable Resources";707;"Estado do Piauí";NA;244
"2396";"State of Piauí";"State Appellate Court";726;"Estado do Piauí";NA;244
"2397";"State of Piauí";NA;765;"Estado do Piauí";NA;244
"2398";"State of Piauí";"State audit court";891;"Estado do Piauí";NA;244
"2399";"State of Piauí";"Secretariat for Government";1250;"Estado do Piauí";NA;244
"2400";"State of Piauí";"Environment and Hydric Resources";2475;"Estado do Piauí";NA;244
"2401";"State of Rio de Janeiro";NA;389;"Estado do Rio de Janeiro";NA;245
"2402";"State of Rio de Janeiro";"Protocol, Office of the Chief of Sttaff";400;"Estado do Rio de Janeiro";NA;245
"2403";"State of Rio de Janeiro";"Rubber Asphalt Programme";432;"Estado do Rio de Janeiro";NA;245
"2404";"State of Rio de Janeiro";"Secretariat for Environment";650;"Estado do Rio de Janeiro";NA;245
"2405";"State of Rio de Janeiro";"Events, Office of the Chief of Staff";786;"Estado do Rio de Janeiro";NA;245
"2406";"State of Rio de Janeiro";"Secretariat for Public Works";838;"Estado do Rio de Janeiro";NA;245
"2407";"State of Rio de Janeiro";"Court of Audit of the State";893;"Estado do Rio de Janeiro";NA;245
"2408";"State of Rio de Janeiro";"Secretariat for Economic Development, Energy, Industry";914;"Estado do Rio de Janeiro";NA;245
"2409";"State of Rio de Janeiro";"Court of Justice of the State of Rio de Janeiro";970;"Estado do Rio de Janeiro";NA;245
"2410";"State of Rio de Janeiro";"Youth Movement";1014;"Estado do Rio de Janeiro";NA;245
"2411";"State of Rio de Janeiro";"Secretariat for Environment, State Institute on the Environment";1028;"Estado do Rio de Janeiro";NA;245
"2412";"State of Rio de Janeiro";"Prosecutors Office of the State of Rio de Janeiro";1074;"Estado do Rio de Janeiro";NA;245
"2413";"State of Rio de Janeiro";"Office of the Chief of Staff, Undersecretariat for International Relations";1140;"Estado do Rio de Janeiro";NA;245
"2414";"State of Rio de Janeiro";"Office of the Chief of Staff";1144;"Estado do Rio de Janeiro";NA;245
