"";"org_limpo";"id_org_unica";"tipo_org";"tipo_org_reduzido"
"622";"MPA - Movimento dos Pequenos Agricultores";457;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"623";"MST - Movimento dos Trabalhadores Rurais Sem Terra";458;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"624";"Nosso Futuro Comum";498;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"625";"Oak Foundation";503;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"626";"Observatório do Clima";504;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"627";"Oxfam";509;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"628";"PACS - Instituto Políticas Alternativas para o Cone Sul";510;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"629";"Peace Child International";514;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"630";"Pró-Diversitas Brasil";526;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"631";"Programa Cidades Sustentáveis";527;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"632";"Programa Internacional Ética e Responsabilidades";529;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"633";"Projeto PAIS - Produção Agroecológica Integrada Sustentável";531;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"634";"Projeto Verde Luz";532;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"635";"REBRIP - Rede Brasileira Pela Integração dos Povos";536;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"636";"Rede Brasil sobre Instituições Financeiras Multilaterais";537;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"637";"Rede da Juventude pelo Meio Ambiente e Sustentabilidade";538;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"638";"Rede Nacional de Mobilização Social";540;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"639";"Rede Nossa São Paulo";541;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"640";"RMA - Rede de ONGs da Mata Atlântica";544;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"641";"Sociedade civil";578;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"642";"SOS Mata Atlântica";579;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"643";"SouthSouthNorth";580;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"644";"SPVS - Sociedade de Pesquisa em Vida Selvagem e Educação Ambiental";581;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"645";"Terra de Direitos";596;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"646";"The Nature Conservancy Brasil";598;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"647";"UBES - União Brasileira dos Estudantes Secundaristas";603;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"648";"União Nacional dos Estudantes";608;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"649";"União Planetária";609;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"650";"UNICAFES - União Nacional das Cooperativas da Agricultura Familiar e Economia Solidária";611;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"651";"UNISOL - Central de Cooperativas e Empreendimentos Solidários";612;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"652";"UNMP - União Nacional por Moradia Popular";654;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"653";"Via Campesina";657;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"654";"Viração Educomunicação";659;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"655";"Visão Mundial Brasil";660;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"656";"Vitae Civilis";661;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"657";"Viva Rio";662;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"658";"WIDF - Women's International Democratic Federation";667;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"659";"Winrock International";668;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"660";"Worldwatch Institute";669;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"661";"WRI - World Resources Institute";670;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"662";"WWF";671;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"663";"CGTB - Central Geral dos Trabalhadores do Brasil";129;"Sindicato e Confederação e Federação Sindical";"Sociedade civil, sindicatos, movimentos sociais"
"664";"Conselho Nacional dos Seringueiros";172;"Sindicato e Confederação e Federação Sindical";"Sociedade civil, sindicatos, movimentos sociais"
"665";"CONTAG - Confederação Nacional dos Trabalhadores Rurais Agricultores e Agricultoras Familiares";175;"Sindicato e Confederação e Federação Sindical";"Sociedade civil, sindicatos, movimentos sociais"
"666";"CTB - Central dos Trabalhadores e Trabalhadoras do Brasil";183;"Sindicato e Confederação e Federação Sindical";"Sociedade civil, sindicatos, movimentos sociais"
"667";"CUT - Central Única dos Trabalhadores";188;"Sindicato e Confederação e Federação Sindical";"Sociedade civil, sindicatos, movimentos sociais"
"668";"FETRAF-SUL - Federação dos Trabalhadores na Agricultura Familiar da Região Sul";263;"Sindicato e Confederação e Federação Sindical";"Sociedade civil, sindicatos, movimentos sociais"
"669";"FISENGE - Federação Interestadual de Sindicatos de Engenheiros";274;"Sindicato e Confederação e Federação Sindical";"Sociedade civil, sindicatos, movimentos sociais"
"670";"Força Sindical";277;"Sindicato e Confederação e Federação Sindical";"Sociedade civil, sindicatos, movimentos sociais"
"671";"NCST - Nova Central Sindical dos Trabalhadores";497;"Sindicato e Confederação e Federação Sindical";"Sociedade civil, sindicatos, movimentos sociais"
"672";"UGT - União Geral dos Trabalhadores";604;"Sindicato e Confederação e Federação Sindical";"Sociedade civil, sindicatos, movimentos sociais"
"673";"AJUFE - Associação dos Juízes Federais do Brasil";673;"Judiciário, AGU, MP e respectivas associações de classe";"Outro"
"674";"Brasil Connects";674;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"675";"CGR - Consultoria-Geral da República";680;"Judiciário, AGU, MP e respectivas associações de classe";"Outro"
"676";"CIRM - Comissão Interministerial para os Recursos do Mar";677;"Administração federal direta (sem MRE) e autarquias";"Governo federal não-MRE"
"677";"CNC - Confederação Nacional de Comércio";679;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"678";"Comitê Brasileiro do Programa das Nações Unidas para Meio Ambiente";678;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"679";"CREA-PI";681;"Profissionais liberais, escritórios e respectivos conselhos profissionais";"Outro"
"680";"DNEMET - Departamento Nacional de Meteorologia";682;"Administração federal direta (sem MRE) e autarquias";"Governo federal não-MRE"
"681";"Ecco International";683;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"682";"Estado de Mato Grosso do Sul";685;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"683";"Estado de Sergipe";684;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"684";"Exército do Brasil";686;"Forças Armadas";"Governo federal não-MRE"
"685";"FIESC - Federação das Indústrias do Estado de Santa Catarina";687;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"686";"FINDES - Federação das Indústrias do Estado do Espírito Santo";688;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"687";"Força Aérea Brasileira";689;"Forças Armadas";"Governo federal não-MRE"
"688";"Fundação Dom Cabral";692;"Universidades, institutos de educação, escolas e sociedades científicas";"Órgãos de ensino e pesquisa"
"689";"Fundação para o Desenvolvimento Sustentável do Araripe";691;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"690";"IBRAM - Instituto Brasileiro de Mineração";695;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"691";"IFCS - Intergovernmental Forum on Chemical Safety";690;"Organismos internacionais";"Outro"
"692";"Instituto Ambiental Vidágua";694;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"693";"Instituto de Pesquisa, Ação e Mobilização";696;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"694";"Instituto Global Biosfera";693;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"695";"Ministério da Ação Social";697;"Administração federal direta (sem MRE) e autarquias";"Governo federal não-MRE"
"696";"Ministério da Aeronáutica";698;"Forças Armadas";"Governo federal não-MRE"
"697";"Ministério da Economia, Fazenda e Planejamento";699;"Administração federal direta (sem MRE) e autarquias";"Governo federal não-MRE"
"698";"Ministério da Infra-Estrutura";700;"Administração federal direta (sem MRE) e autarquias";"Governo federal não-MRE"
"699";"Ministério da Marinha";701;"Forças Armadas";"Governo federal não-MRE"
"700";"Ministério do Exército";702;"Forças Armadas";"Governo federal não-MRE"
"701";"Município de Alto Paraíso";675;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"702";"Município de Campos dos Goytacazes";676;"Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais)";"Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)"
"703";"Projeto Cala-Boca Já Morreu";703;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"704";"Rádio Eldorado";704;"Jornalistas, assessores de imprensa, jornais ou revistas";"Outro"
"705";"Secretaria de Cultura da Presidência";705;"Administração federal direta (sem MRE) e autarquias";"Governo federal não-MRE"
"706";"Secretaria de Desenvolvimento Regional da Presidência";706;"Administração federal direta (sem MRE) e autarquias";"Governo federal não-MRE"
"707";"Secretaria de Desportos da Presidência";707;"Administração federal direta (sem MRE) e autarquias";"Governo federal não-MRE"
"708";"Secretaria de Governo da Presidência";708;"Administração federal direta (sem MRE) e autarquias";"Governo federal não-MRE"
