org_sujo;org_detalhe_sujo;id_org_dupla;org_limpo;org_detalhe_limpo;id_org_unica
Private Cabinet of the Presidency;NA;695;Presidência da República;;523
Private Cabinet of the Presidency;Special Advisor for International Affairs;996;Presidência da República;;523
Private Cabinet of the Presidency;Presidencial office;1152;Presidência da República;;523
Private Cabinet of the Presidency;Presidential office;1160;Presidência da República;;523
Pró-Diversitas Brasil;Environment;2375;Pró-Diversitas Brasil;;526
Projeto Bioclimatico;NA;1700;Projeto Bioclimático;;530
Projeto Verde Luz;NA;2395;Projeto Verde Luz;;532
Prosecutor's Office;Prosecutor's Office;2537;Ministério Público;;449
Prosecutors Office of the State of Rio de Janeiro;NA;953;Estado do Rio de Janeiro;Ministério Público;245
Pro-Sustainability Institute (IPSUS);NA;1498;IPSUS - Instituto Pró-Sustentabilidade;;396
Public Ministry of the State of Rio de Janeiro;NA;700;Estado do Rio de Janeiro;Ministério Público;245
Public Research and Regulation Foundation;NA;67;PRRI - Public Research and Regulation Initiative;;300
Public Works Company;NA;840;Estado do Rio de Janeiro;EMOP - Empresa de Obras Públicas do Rio de Janeiro;245
PUC University of Porto Alegre;NA;2208;PUC - Rio Grande do Sul;;534
REBRIP;NA;1966;REBRIP - Rede Brasileira Pela Integração dos Povos;;536
Recycling Parnership;NA;424;CEMPRE - Compromisso Empresarial para Reciclagem;;120
Rede Brasil sobre Instituições Financeiras Multilaterais / Grupo Carta de Belém;NA;2456;Rede Brasil sobre Instituições Financeiras Multilaterais;;537
Rede Brasileira pela Integração dos Povos;NA;753;REBRIP - Rede Brasileira Pela Integração dos Povos;;536
Rede da Juventude pelo Meio Ambiente e Sustentabilidade;NA;1201;Rede da Juventude pelo Meio Ambiente e Sustentabilidade;;538
Rede Nacional de Ensino e Pesquisa;NA;1080;Rede Nacional de Ensino e Pesquisa;;539
Rede Nacional de Mobilização Social;NA;2429;Rede Nacional de Mobilização Social;;540
Reflexão e Apoio do Processo Group;NA;1045;GRAP - Grupo de Reflexão e Apoio do Processo do Fórum Social Mundial;;310
Reforma Urbana National Forum;NA;1057;Fórum Nacional de Reforma Urbana;;279
Regional Federal Appellate Court;NA;613;TRF - Tribunal Regional Federal;;601
Regional Federal Court;NA;2080;TRF - Tribunal Regional Federal;;601
Research Institute of the Navy;NA;338;Instituto de Pesquisas da Marinha;;364
Rio de Janeiro State;Public Defender's Office;1081;Estado do Rio de Janeiro;;245
Rio de Janeiro State University;NA;935;Universidade Estadual do Rio de Janeiro;;625
Rio Grande Federal University;Oceans Institute;648;Universidade Federal do Rio Grande;;647
RMA - Rede de ONGs da Mata Atlântica;NA;130;RMA - Rede de ONGs da Mata Atlântica;;544
Sadia AS;Sadia AS;1830;Sadia;;545
SADIA S.A.;Industrial Energy Supply Projects;1620;Sadia;;545
Salgado de Oliveira University;NA;1740;Universidade Salgado de Oliveira;;652
Samarco Mining Inc.;Issues on Environment, Hygiene and Safety;1471;Samarco Mineração S.A;;546
Santander;NA;2069;Banco Santander;;75
Santander Bank;NA;2274;Banco Santander;;75
Santander Bank;Sustainability;2276;Banco Santander;;75
Sao Paulo Sugarcane Agroindustry Union;NA;1562;UNICA - União da Indústria de Cana-de-Açúcar;;610
Schneider Electric Brasil Ltda;Global Operations, Sustainable Development, South America Sustainability & Access To Energy;2354;Schneider Electric Brasil Ltda;;549
School of Finance Administration - ESAF;NA;2506;Ministério da Fazenda;ESAF - Escola de Administração Fazendária;427
Sebrae;NA;465;Sebrae;;550
SECAP;NA;1672;Distrito Federal;;198
SECOM;NA;2032;Secretaria de Comunicação Social da Presidência;;554
SECOM;International Communication;2198;Secretaria de Comunicação Social da Presidência;;554
SECOM of the Presidency;Secretariat for Social Communication;1203;Secretaria de Comunicação Social da Presidência;;554
Secretaria do Meio Ambiente, Presidencia da República;NA;280;Secretaria de Meio Ambiente da Presidência;;555
Secretariat for Civil Aviation;NA;388;Secretaria de Aviação Civil;;552
Secretariat for Environment and Water Resources;NA;1232;Estado de Goiás;;225
Secretariat for Human Rights;NA;375;Secretaria Especial de Direitos Humanos;;561
Secretariat for Human Rights;Department of International Relations;423;Secretaria Especial de Direitos Humanos;;561
Secretariat for Human Rights;National secretariat for the promotion and defence of human;1187;Secretaria Especial de Direitos Humanos;;561
Secretariat for Institutional Relations;NA;369;Secretaria de Relações Institucionais;;558
Secretariat for Institutional Relations;Secretariat for Institutional Relations;665;Secretaria de Relações Institucionais;;558
Secretariat for Institutional Relations;Federative Affairs;1083;Secretaria de Relações Institucionais;;558
Secretariat for Institutional Relations;Parliamentary Affairs;1125;Secretaria de Relações Institucionais;;558
Secretariat for Policies for Woman;Sustainable Development;1224;Secretaria Especial de Políticas para as Mulheres;;562
Secretariat for Policies for Women;NA;363;Secretaria Especial de Políticas para as Mulheres;;562
Secretariat for Policies for Women;Communication;1031;Secretaria Especial de Políticas para as Mulheres;;562
Secretariat for Policies for Women;Gender Issues;1184;Secretaria Especial de Políticas para as Mulheres;;562
Secretariat for Ports;NA;372;Secretaria Nacional de Portos;;564
Secretariat for Ports;Communications Office;427;Secretaria Nacional de Portos;;564
Secretariat for Ports;International Cooperation Office;911;Secretaria Nacional de Portos;;564
Secretariat for Ports;Environmental Projects and Studies;1072;Secretaria Nacional de Portos;;564
Secretariat for Social Communication;NA;368;Secretaria de Comunicação Social da Presidência;;554
Secretariat for Social Communication;Special Secretariat for Social Communication;445;Secretaria de Comunicação Social da Presidência;;554
Secretariat for Social Communication;Events Coordination;661;Secretaria de Comunicação Social da Presidência;;554
Secretariat for Social Communication of the Presidency;NA;496;Secretaria de Comunicação Social da Presidência;;554
Secretariat for Strategic Affairs;NA;382;Secretaria de Assuntos Estratégicos;;551
Secretariat for Strategic Affairs;International Relations Advisor;620;Secretaria de Assuntos Estratégicos;;551
Secretariat for the Promotion of Racial Equality;NA;386;Secretaria de Políticas de Promoção da Igualdade Racial;;557
Secretariat for the Promotion of Racial Equality;Secretariat for Affirmative Action Policies;430;Secretaria de Políticas de Promoção da Igualdade Racial;;557
Secretariat for the Promotion of Racial Equality;Traditional Communities Policies;1218;Secretaria de Políticas de Promoção da Igualdade Racial;;557
Secretariat General of the Presidency of Republic;NA;362;Secretaria Geral da Presidência da República;;563
Secretariat General of the Presidency of the Republic;National Secretariat for Youth;429;Secretaria Geral da Presidência da República;;563
Secretariat General of the Presidency of the Republic;NA;712;Secretaria Geral da Presidência da República;;563
Secretariat General, Presidency of the Republic;National Office for Youth;638;Secretaria Geral da Presidência da República;;563
Secretariat General, Presidency of the Republic;NA;727;Secretaria Geral da Presidência da República;;563
Secretariat General, Presidency of the Republic;Department on Management;771;Secretaria Geral da Presidência da República;;563
Secretariat General, Presidency of the Republic;International Assistant;823;Secretaria Geral da Presidência da República;;563
Secretariat General, Presidency of the Republic;International Affairs Office;974;Secretaria Geral da Presidência da República;;563
Secretariat General, Presidency of the Republic;Department on Social Dialogues;1019;Secretaria Geral da Presidência da República;;563
Secretariat General, Presidency of the Republic;National Secretariat for Social Articulation;1130;Secretaria Geral da Presidência da República;;563
Secretariat General, Presidency of the Republic;Department of Social Participation;1136;Secretaria Geral da Presidência da República;;563
Secretariat General, Presidency of the Republic;Department of Education and People's Mobiliza;1192;Secretaria Geral da Presidência da República;;563
Secretariat General, Presidency of the Republic;Communications Office;1193;Secretaria Geral da Presidência da República;;563
Secretariat General, Presidency of the Republic;Political and Social Relations;1244;Secretaria Geral da Presidência da República;;563
Secretariat General, Presidency of the Republic of Brazil;International;1227;Secretaria Geral da Presidência da República;;563
Secretariat of Aquiculture and Fisheries;Coordination of Fresh Aquaculture;125;Secretaria Especial de Aquicultura e Pesca;;560
Secretariat of Civil Aviation;International Affairs;437;Secretaria de Aviação Civil;;552
Secretariat of Civil Aviation;Social Communication;831;Secretaria de Aviação Civil;;552
Secretariat of Environment of the Presidency of the Republic;Department of Science and Technology and co-operation;7;Secretaria de Meio Ambiente da Presidência;;555
Secretariat of Science, Technology and Innovation (SECTI);NA;1670;Ministério da Ciência e Tecnologia;;422
Secretariat of Social Communication;External Public Relations;2193;Secretaria de Comunicação Social da Presidência;;554
Secretariat of Strategic Affairs;Secretariat of Sustainable Development;2304;Secretaria de Assuntos Estratégicos;;551
Secretary of Science and Technology of the Presidency of the Republic;NA;6;Secretaria de Ciência e Tecnologia da Presidência;;553
Secretary of the Environment;NA;1372;Distrito Federal;;198
Secretary of the Environment;Air Quality Control;1402;Secretaria de Meio Ambiente da Presidência;;555
Securities and Exchange Commission;NA;1131;CVM - Comissão de Valores Mobiliários;;189
Securities and Exchange Commission;International relations;1233;CVM - Comissão de Valores Mobiliários;;189
SEMAN/PR;IBAMA;1373;IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis;;324
Semiarido National Institute;NA;841;INSA - Instituto Nacional do Semi-Árido;;355
SENAC;NA;1995;Senac;;567
Senate;Senate Commission on Constitution and Justice;354;Senado Federal;;568
Senate;NA;1569;Senado Federal;;568
Senate;Climate Change Commission;2325;Senado Federal;;568
SERECO S/A;NA;1711;Sereco S.A.;;570
Sérgio Pataro Ethanol Distillery;NA;1823;Destilaria Sérgio Pataro;;197
Shell Brasil S/A;External Affairs Manager;1859;Shell Brasil S/A;;573
Shell Brasil S/A;Shell Energy Efficiency Brazil (SEEB);1860;Shell Brasil S/A;;573
Siqueira Castro Law Firm;Environmental Sector;1743;Siqueira Castro Advogados;;575
Social and Economic Development Council;NA;602;Conselho de Desenvolvimento Econômico e Social;;169
Social Carbon Standard;NA;2108;Carbono Social Serviços Ambientais;;104
Social Communication Secretariat;International Communication;2307;Secretaria de Comunicação Social da Presidência;;554
Sociedade Pesquisa em Vida Selvagem e Educação Ambiental;Key Associados;2076;SPVS - Sociedade de Pesquisa em Vida Selvagem e Educação Ambiental;;581
Society of Research in Wildlife and Environmental Education;NA;2038;SPVS - Sociedade de Pesquisa em Vida Selvagem e Educação Ambiental;;581
Society, Population and Nature Institute;NA;896;ISPN - Instituto Sociedade, População e Natureza;;399
Solidary Economy Brazilian Forum;NA;675;Fórum Brasileiro de Economia Solidária;;278
Sos Mata Atlântica;NA;2109;SOS Mata Atlântica;;579
SouthSouthNorth;NA;1640;SouthSouthNorth;;580
Special Advisory Office of the President of the Republic;NA;512;Assessoria Especial da Presidência da República;;60
Special Advisory Officer of the President of the Republic;NA;461;Assessoria Especial da Presidência da República;;60
State Centre for Census Research;NA;1176;Universidade Federal do Rio Grande do Sul;Centro Estadual de Pesquisa Em Sensoriamento Remoto;648
State Chamber;Environment Commission;552;Estado de Goiás;;225
State Chamber;Environment Commission;2737;Estado de São Paulo;;232
State Federal District;Secretariat for Tourism;976;Distrito Federal;;198
State Institute for Forests;NA;586;Estado do Amapá;Instituto Estadual de Florestas;236
State of Acre;Escola da Floresta Roberval Cardoso, Instituto Estadual de Educaçao Profissional Dom Moacyr;76;Estado do Acre;;235
State of Acre;State Secretariat for Communication;426;Estado do Acre;;235
State of Acre;State Secretariat for Environment;645;Estado do Acre;;235
State of Acre;NA;770;Estado do Acre;;235
State of Acre;Federal Institute of Education Science and Technology of Acre;925;Estado do Acre;;235
State of Acre;State Office of the Chief of Staff;1020;Estado do Acre;;235
State of Acre;State Secretariat for Polices for Women;1021;Estado do Acre;;235
State of Acre;Instituto de Mudança Climática;2326;Estado do Acre;;235
State of Acre;Comitê Científico do SISA;2333;Estado do Acre;;235
State of Acre;Instituto de Mudanças Climáticas e Regularização de Serviços Ambientais - IMC;2352;Estado do Acre;;235
State of Acre;Procuradoria Geral do Estado;2358;Estado do Acre;;235
State of Acre;Secretaria de Meio Ambiente;2365;Estado do Acre;;235
State of Acre;Civil House;2370;Estado do Acre;;235
State of Acre;Scientific Committee - SISA;2386;Estado do Acre;;235
State of Acre;CDSA - Companhia de Desenvolvimento de Serviços Ambientais;2387;Estado do Acre;;235
State of Acre;Comissão de Validação e Acompanhamento do SISA;2393;Estado do Acre;;235
State of Acre;CDSA;2405;Estado do Acre;;235
State of Acre;Governor's Office;2412;Estado do Acre;;235
State of Acre;Assembleia Legislativa;2445;Estado do Acre;;235
State of Acre;Assessoria Indígena;2461;Estado do Acre;;235
State of Acre;Institute for Climate Change and Environmental Services;2527;Estado do Acre;;235
State of Acre;Office of Climate Change and Environmental Services;2528;Estado do Acre;;235
State of Acre;Secretariat for Environment and Sustainability;2530;Estado do Acre;;235
State of Acre;Communication;2544;Estado do Acre;;235
State of Acre;Company Environmental Services Development;2554;Estado do Acre;;235
State of Acre;Planning;2555;Estado do Acre;;235
State of Acre;Tourism and Leisure State Secretary;2604;Estado do Acre;;235
State of Acre;State Assembly;2629;Estado do Acre;;235
State of Acre;Secretary of State of Planning;2635;Estado do Acre;;235
State of Acre;Environment;2715;Estado do Acre;;235
State of Acre;Secretary of Communication;2716;Estado do Acre;;235
State of Acre;Executive Office;2717;Estado do Acre;;235
State of Amapa;Environment;2549;Estado do Amapá;;236
State of Amapa;Urban Planning;2723;Estado do Amapá;;236
State of Amapa;Communication;2724;Estado do Amapá;;236
State of Amapa;NA;2726;Estado do Amapá;;236
State of Amapá;NA;583;Estado do Amapá;;236
State of Amapá;Secretary for Environment;584;Estado do Amapá;;236
State of Amapá;Secretary for Science and Technology;585;Estado do Amapá;;236
State of Amapá;Secretary for Industry, Trade and Mining;587;Estado do Amapá;;236
State of Amapá;IEF;2341;Estado do Amapá;;236
State of Amapá;Secretaria de Meio Ambiente, Office of the Secretary;2451;Estado do Amapá;;236
State of Amazonas;Communication Agency;513;Estado do Amazonas;;237
State of Amazonas;NA;515;Estado do Amazonas;;237
State of Amazonas;Communications Agency;654;Estado do Amazonas;;237
State of Amazonas;General coordination for Climate Change and Conservation Union;887;Estado do Amazonas;;237
State of Amazonas;Secretariat for Environment and Sustainable Development;1076;Estado do Amazonas;;237
State of Amazonas;Social Promotion Fund;1079;Estado do Amazonas;;237
State of Amazonas;Secretariat of Environment and Sustainable Development;1732;Estado do Amazonas;;237
State of Amazonas;Sustainable Development;1777;Estado do Amazonas;;237
State of Amazonas;Planning;1778;Estado do Amazonas;;237
State of Amazonas;Communications;1779;Estado do Amazonas;;237
State of Amazonas;Governor's Office;1789;Estado do Amazonas;;237
State of Amazonas;Court of Audit;1899;Estado do Amazonas;;237
State of Amazonas;Senar;1998;Estado do Amazonas;;237
State of Amazonas;State Assembly;2115;Estado do Amazonas;;237
State of Amazonas;Cabinet of the Executive Secretary, Environment and Sustainable Development Secretariat;2318;Estado do Amazonas;;237
State of Amazonas;Forest and Ecosystem Services, Environment and Sustainable Development Secretariat;2324;Estado do Amazonas;;237
State of Amazonas;Cabinet of the Secretary, Environment and Sustainable Development;2328;Estado do Amazonas;;237
State of Amazonas;State Center for Protected Protected Areas, Environment and Sustainable Development Secretariat;2342;Estado do Amazonas;;237
State of Amazonas;Assembleia Legislativa;2357;Estado do Amazonas;;237
State of Amazonas;Management Unit of the State, Center for Climate Change and State Center for Protected Areas, Secretary of Environment;2436;Estado do Amazonas;;237
State of Amazonas;Environment;2476;Estado do Amazonas;;237
State of Amazonas;International Relations;2477;Estado do Amazonas;;237
State of Amazonas;Communication;2478;Estado do Amazonas;;237
State of Amazonas;Secretariat for the Environment;2586;Estado do Amazonas;;237
State of Amazonas;Institutional Relations;2606;Estado do Amazonas;;237
State of Amazonas;Audit Office;2660;Estado do Amazonas;;237
State of Amazonas;Audit Office, Second Chamber;2661;Estado do Amazonas;;237
State of Amazonas;Federative and International Relations;2713;Estado do Amazonas;;237
State of Bahia;Secretaria Estadual de Meio Ambiente e Recursos Hidricos;108;Estado da Bahia;;222
State of Bahia;Secretariat for environment;751;Estado da Bahia;;222
State of Bahia;Extraordinary Secretariat for International Affair;757;Estado da Bahia;;222
State of Bahia;NA;868;Estado da Bahia;;222
State of Bahia;Secretariat for Planning;920;Estado da Bahia;;222
State of Bahia;State Legislative Assembly;987;Estado da Bahia;;222
State of Bahia;State tribunal;1043;Estado da Bahia;;222
State of Bahia;Secretariat for Institutional Relations;1106;Estado da Bahia;;222
State of Bahia;Office of the Chief of Staff;1157;Estado da Bahia;;222
State of Bahia;State Prosecutor General;1215;Estado da Bahia;;222
State of Bahia;Office for Water Resources;1294;Estado da Bahia;;222
State of Bahia;Brazilian Forum on Climate Change;1785;Estado da Bahia;;222
State of Bahia;Environmental Office;1787;Estado da Bahia;;222
State of Bahia;Superintendency of Water Resources;1788;Estado da Bahia;;222
State of Bahia;Bahia Forum;2004;Estado da Bahia;;222
State of Bahia;Secretary of Environment;2688;Estado da Bahia;;222
State of Bahia;"Institute for the Environment and Water Resources; Water";2689;Estado da Bahia;;222
State of Bahia;Institute for the Environment and Water Resources;2690;Estado da Bahia;;222
State of Ceará;NA;662;Estado do Ceará;;238
State of Ceará;Rio+20;846;Estado do Ceará;;238
State of Ceará;Council on Environmental Policies and Management;1127;Estado do Ceará;;238
State of Distrito Federal;NA;1900;Distrito Federal;;198
State of Espírito Santo;State Programme on Adaptation to Climate Change;711;Estado do Espírito Santo;;239
State of Espírito Santo;State Prosecutor General;717;Estado do Espírito Santo;;239
State of Espírito Santo;NA;824;Estado do Espírito Santo;;239
State of Espírito Santo;Secretariat for Communication;832;Estado do Espírito Santo;;239
State of Espírito Santo;Commission on Environmental Defence;1189;Estado do Espírito Santo;;239
State of Espírito Santo;State Legislative Assembly;1230;Estado do Espírito Santo;;239
State of Espírito Santo;State Assembly;1783;Estado do Espírito Santo;;239
State of Espírito Santo;Environment and Water Resources;2658;Estado do Espírito Santo;;239
State of Estado do Espirito Santo;Secretariat of the Environment;65;Estado do Espírito Santo;;239
State of Federal District;Secretariat for Environment and Water Resources;739;Distrito Federal;;198
State of Federal District;State Secretariat for Housing, Regularization and Urban Development;802;Distrito Federal;;198
State of Federal District;Secretariat for the Promotion of Racial Equality;922;Distrito Federal;;198
State of Federal District;IBRAM;1091;Distrito Federal;;198
State of Federal District;Social communication;1158;Distrito Federal;;198
State of Federal District;NA;1198;Distrito Federal;;198
State of Federal District;ADASA;1211;Distrito Federal;;198
State of Federal District;Secretariat for Institutional Publicity of the Federal District;1253;Distrito Federal;;198
State of Federal District;Chamber of Representatives of the Federal District;1492;Distrito Federal;;198
State of Federal District;Institute of Environment and Water Resources;1901;Distrito Federal;;198
State of Goias;Environmental Agency;59;Estado de Goiás;;225
State of Goias;Registry for the Environment and Water Resources;1907;Estado de Goiás;;225
State of Goiás;NA;462;Estado de Goiás;;225
State of Goiás;Office of the Chief of Staff;551;Estado de Goiás;;225
State of Goiás;Secretariat for International Affairs;730;Estado de Goiás;;225
State of Goiás;Legislative Assembly;1555;Estado de Goiás;;225
State of Goiás;Environmental Agency;1599;Estado de Goiás;;225
State of Goiás;State Assembly;1986;Estado de Goiás;;225
State of Goiás;Secretariat of Environment and Hydric Resources;2181;Estado de Goiás;;225
State of Goiás;Special Projects Unit, Secretariat of Environment;2355;Estado de Goiás;;225
State of Goiás;Natural Resources, Department of Economic Instruments for Environmental Management, Secretary of State for the Environment and Water Resources;2408;Estado de Goiás;;225
State of Goiás;Special Projects Unit, Secretaria de Estado do Meio Ambiente e dos Recursos Hídricos;2430;Estado de Goiás;;225
State of Goiás;Secretaria de Estado do Meio Ambiente e Recursos Hídricos;2458;Estado de Goiás;;225
State of Goiás;Water Resources, Infrastructure Cities Affairs;2473;Estado de Goiás;;225
State of Goiás;Secretariat for Environment, Water Resources, Infrastructure Cities and Metropolitan Affairs;2583;Estado de Goiás;;225
State of Maranhão;Secretariat for the Environment and Natural Resources;1293;Estado do Maranhão;;240
State of Maranhão;Environment;2614;Estado do Maranhão;;240
State of Maranhão;Human Development Index;2692;Estado do Maranhão;;240
State of Maranhão;Secretary of Human Rights and Participation;2693;Estado do Maranhão;;240
State of Maranhão Industrial;Secretary for Environment;2540;Estado do Maranhão;;240
State of Maranhão Industrial Federation;NA;2538;FIEMA - Federação das Indústrias do Estado do Maranhão;;265
State of Mato Grosso;NA;571;Estado de Mato Grosso;;226
State of Mato Grosso;Legislative Assembly;907;Estado de Mato Grosso;;226
State of Mato Grosso;State Appellate Court;1013;Estado de Mato Grosso;;226
State of Mato Grosso;State Legislative Assembly;1065;Estado de Mato Grosso;;226
State of Mato Grosso;Secretariat for Industry, Trade and Mining and Energy;1137;Estado de Mato Grosso;;226
State of Mato Grosso;Secretariat for Environment;1236;Estado de Mato Grosso;;226
State of Mato Grosso;Environment;1780;Estado de Mato Grosso;;226
State of Mato Grosso;Communications;1781;Estado de Mato Grosso;;226
State of Mato Grosso;State Assembly;1782;Estado de Mato Grosso;;226
State of Mato Grosso;Governor's Office;1790;Estado de Mato Grosso;;226
State of Mato Grosso;AGROFLORA;1794;Estado de Mato Grosso;;226
State of Mato Grosso;Coordination of Climate Change, Environment;2379;Estado de Mato Grosso;;226
State of Mato Grosso;Program and Project of REDD, Supervision of Climatic Change and Biodiversity, Secretaria de Estado do Meio Ambiente;2391;Estado de Mato Grosso;;226
State of Mato Grosso;Environmental Management;2517;Estado de Mato Grosso;;226
State of Mato Grosso;Economic Development;2605;Estado de Mato Grosso;;226
State of Mato Grosso;State Assembly, Thematic Chamber;2709;Estado de Mato Grosso;;226
State of Minas Gerais;Environment;53;Estado de Minas Gerais;;227
State of Minas Gerais;NA;519;Estado de Minas Gerais;;227
State of Minas Gerais;Institute for Water;702;Estado de Minas Gerais;;227
State of Minas Gerais;Secretariat for the Development of Vales;792;Estado de Minas Gerais;;227
State of Minas Gerais;State Foundation for the Environment;843;Estado de Minas Gerais;;227
State of Minas Gerais;Undersecretariat for Control and Integrated Environmental Over;1029;Estado de Minas Gerais;;227
State of Minas Gerais;Secretariat for Science, Technology and Higher Education;1078;Estado de Minas Gerais;;227
State of Minas Gerais;UNESCO-HidroEX;1082;Estado de Minas Gerais;;227
State of Minas Gerais;Secretariat for Agriculture, Livestock and Supply;1124;Estado de Minas Gerais;;227
State of Minas Gerais;Secretariat for the Environment and Sustainable Development;1619;Estado de Minas Gerais;;227
State of Minas Gerais;Forum on Global Climate Change of Minas Gerais State;1737;Estado de Minas Gerais;;227
State of Minas Gerais;Secretariat of Environment and Sustainable Development;1757;Estado de Minas Gerais;;227
State of Minas Gerais;Environment and Sustainable Development;1856;Estado de Minas Gerais;;227
State of Minas Gerais;Climate Change Forum of Minas Gerais State;1940;Estado de Minas Gerais;;227
State of Minas Gerais;Council Environmental Policy of Minas Gerais;2000;Estado de Minas Gerais;;227
State of Minas Gerais;Fórum Mineiro de Mudanças Climáticas;2421;Estado de Minas Gerais;;227
State of Minas Gerais;Secretary for International Relations;2516;Estado de Minas Gerais;;227
State of Minas Gerais;International Relations;2525;Estado de Minas Gerais;;227
State of Minas Gerais;Environmental Foundation;2526;Estado de Minas Gerais;;227
State of Minas Gerais;CODEMIG;2532;Estado de Minas Gerais;;227
State of Minas Gerais;Civil Cabinet;2611;Estado de Minas Gerais;;227
State of Minas Gerais;Development Bank of Minas Gerais;2708;Estado de Minas Gerais;;227
State of Pará;NA;577;Estado do Pará;;242
State of Pará;Secretariat for Environment;578;Estado do Pará;;242
State of Pará;Green Municipalities Programme;579;Estado do Pará;;242
State of Pará;Agência de Notícias;1905;Estado do Pará;;242
State of Pará;Office of the State Secretary, Environment;2315;Estado do Pará;;242
State of Pará;Green Municipalities Program;2470;Estado do Pará;;242
State of Pará;Secretary for Environmental Management;2522;Estado do Pará;;242
State of Pará;Military Office;2600;Estado do Pará;;242
State of Pará;Communication;2625;Estado do Pará;;242
State of Pará;International Relations Department;2633;Estado do Pará;;242
State of Pará;Secretariat of Environment and Sustainability;2659;Estado do Pará;;242
State of Pará;Secretary of Environment and Sustainability;2695;Estado do Pará;;242
State of Pará;Secretariat of Communication;2696;Estado do Pará;;242
State of Pará;Secretariat of Water Resources and Climate;2698;Estado do Pará;;242
State of Paraiba;Department of the Environment, Water and Mineral Resources;1638;Estado da Paraíba;;223
State of Paraíba;Secretariat for environment;859;Estado da Paraíba;;223
State of Paraíba;Public Ministry of the State of Paraíba;1087;Estado da Paraíba;;223
State of Paraíba;NA;1175;Estado da Paraíba;;223
State of Parana;NA;127;Estado do Paraná;;243
State of Parana;Secretariat of the Environment and Water Resources of the State of Parana;129;Estado do Paraná;;243
State of Parana;State Secretary for Public Security;132;Estado do Paraná;;243
State of Parana;State Official Press Department;141;Estado do Paraná;;243
State of Parana;Oscar Niemeyer Museum;150;Estado do Paraná;;243
State of Paraná;Secretary of the Environment and Water Resources of the State of Parana;56;Estado do Paraná;;243
State of Paraná;NA;122;Estado do Paraná;;243
State of Paraná;Secretariat for Urban Development;659;Estado do Paraná;;243
State of Paraná;State Secretariat for Family and Social Development;772;Estado do Paraná;;243
State of Paraná;Secretariat for Environment and Water Resources;894;Estado do Paraná;;243
State of Paraná;Commission on Ecology and the Environment;966;Estado do Paraná;;243
State of Paraná;State tribunal;1068;Estado do Paraná;;243
State of Paraná;COPEL;1477;Estado do Paraná;;243
State of Paraná;Department of the Environment;1606;Estado do Paraná;;243
State of Paraná;Environmental Institute of Paraná;1624;Estado do Paraná;;243
State of Paraná;Secretariat for the Environment and Sustainable Development;1627;Estado do Paraná;;243
State of Paraná;Secretariat for the Environment;1641;Estado do Paraná;;243
State of Paraná;Biodiversity, Environmental Institute of Paraná;1734;Estado do Paraná;;243
State of Paraná;Planning and Economic Development;2479;Estado do Paraná;;243
State of Pernambuco;Secretariat for Environment and Water Resources;107;Estado de Pernambuco;;228
State of Pernambuco;Secretary of Science, Technology and Environment;1902;Estado de Pernambuco;;228
State of Pernambuco;Laboratory of Meteorology of the Technological Institute of Pernambuco;1903;Estado de Pernambuco;;228
State of Pernambuco;NA;1955;Estado de Pernambuco;;228
State of Pernambuco;Science, Technology and Environment;2001;Estado de Pernambuco;;228
State of Pernambuco;Secretary for Environment and Sustainability;2250;Estado de Pernambuco;;228
State of Pernambuco;Secretaria de Meio Ambiente e Sustentabilidade;2447;Estado de Pernambuco;;228
State of Pernambuco;Secretariat for Environment and Sustainability;2541;Estado de Pernambuco;;228
State of Pernambuco;Environment;2710;Estado de Pernambuco;;228
State of Piaui;State Legislative Assembly;1229;Estado do Piauí;;244
State of Piaui;NA;1942;Estado do Piauí;;244
State of Piauí;Secretariat for Planning;435;Estado do Piauí;;244
State of Piauí;Secretariat for Environment and Renewable Resources;707;Estado do Piauí;;244
State of Piauí;State Appellate Court;726;Estado do Piauí;;244
State of Piauí;NA;765;Estado do Piauí;;244
State of Piauí;State audit court;891;Estado do Piauí;;244
State of Piauí;Secretariat for Government;1250;Estado do Piauí;;244
State of Piauí;Environment and Hydric Resources;2475;Estado do Piauí;;244
State of Rio de Janeiro;NA;389;Estado do Rio de Janeiro;;245
State of Rio de Janeiro;Protocol, Office of the Chief of Sttaff;400;Estado do Rio de Janeiro;;245
State of Rio de Janeiro;Rubber Asphalt Programme;432;Estado do Rio de Janeiro;;245
State of Rio de Janeiro;Secretariat for Environment;650;Estado do Rio de Janeiro;;245
State of Rio de Janeiro;Events, Office of the Chief of Staff;786;Estado do Rio de Janeiro;;245
State of Rio de Janeiro;Secretariat for Public Works;838;Estado do Rio de Janeiro;;245
State of Rio de Janeiro;Court of Audit of the State;893;Estado do Rio de Janeiro;;245
State of Rio de Janeiro;Secretariat for Economic Development, Energy, Industry;914;Estado do Rio de Janeiro;;245
State of Rio de Janeiro;Court of Justice of the State of Rio de Janeiro;970;Estado do Rio de Janeiro;;245
State of Rio de Janeiro;Youth Movement;1014;Estado do Rio de Janeiro;;245
State of Rio de Janeiro;Secretariat for Environment, State Institute on the Environment;1028;Estado do Rio de Janeiro;;245
State of Rio de Janeiro;Prosecutors Office of the State of Rio de Janeiro;1074;Estado do Rio de Janeiro;;245
State of Rio de Janeiro;Office of the Chief of Staff, Undersecretariat for International Relations;1140;Estado do Rio de Janeiro;;245
