"";"section_h1";"section_h2";"report_id";"sentence";"sent_order";"interaction";"sender";"target";"title";"event";"event_name";"conf_startdate";"conf_enddate";"negotiation_date";"row_id"
"3694";"CONTACT GROUPS AND INFORMAL CONSULTATIONS
";"First subsection";238;"ANNEX B ANNUAL COMPILATION AND ACCOUNTING REPORT (SBI): CHINA, BRAZIL, and BOLIVIA, opposed by AUSTRALIA and NEW ZEALAND, said an increase in emissions from some Annex B countries should be reflected in the conclusions.";3271;"opposition";"AUSTRALIA";"BRAZIL";"Report of main proceedings for 4 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-04;3694
"3695";"CONTACT GROUPS AND INFORMAL CONSULTATIONS
";"First subsection";238;"ANNEX B ANNUAL COMPILATION AND ACCOUNTING REPORT (SBI): CHINA, BRAZIL, and BOLIVIA, opposed by AUSTRALIA and NEW ZEALAND, said an increase in emissions from some Annex B countries should be reflected in the conclusions.";3271;"opposition";"NEW ZEALAND";"BRAZIL";"Report of main proceedings for 4 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-04;3695
"3696";"CONTACT GROUPS AND INFORMAL CONSULTATIONS
";"First subsection";238;"ANNEX B ANNUAL COMPILATION AND ACCOUNTING REPORT (SBI): CHINA, BRAZIL, and BOLIVIA, opposed by AUSTRALIA and NEW ZEALAND, said an increase in emissions from some Annex B countries should be reflected in the conclusions.";3271;"opposition";"AUSTRALIA";"BOLIVIA";"Report of main proceedings for 4 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-04;3696
"3697";"CONTACT GROUPS AND INFORMAL CONSULTATIONS
";"First subsection";238;"ANNEX B ANNUAL COMPILATION AND ACCOUNTING REPORT (SBI): CHINA, BRAZIL, and BOLIVIA, opposed by AUSTRALIA and NEW ZEALAND, said an increase in emissions from some Annex B countries should be reflected in the conclusions.";3271;"opposition";"NEW ZEALAND";"BOLIVIA";"Report of main proceedings for 4 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-04;3697
"3698";"CONTACT GROUPS AND INFORMAL CONSULTATIONS
";"First subsection";238;"ANNEX I NATIONAL COMMUNICATIONS (SBI): In the contact group, BRAZIL, supported by CHINA and BOLIVIA, proposed 1 January 2011 as the date of submission of Annex I sixth national communications.";3267;"agreement";"BOLIVIA";"CHINA";"Report of main proceedings for 4 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-04;3698
"3699";"CONTACT GROUPS AND INFORMAL CONSULTATIONS
";"First subsection";238;"ANNEX I NATIONAL COMMUNICATIONS (SBI): In the contact group, BRAZIL, supported by CHINA and BOLIVIA, proposed 1 January 2011 as the date of submission of Annex I sixth national communications.";3267;"agreement";"CHINA";"BOLIVIA";"Report of main proceedings for 4 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-04;3699
"3700";"CONTACT GROUPS AND INFORMAL CONSULTATIONS 
";"First subsection";237;"SAUDI ARABIA, supported by ALGERIA, stressed the need to address the impacts of response measures in the context of adaptation, highlighting that in Copenhagen, political leaders, including those from AOSIS and the LDCs, agreed to such an approach.";3140;"support";"ALGERIA";"SAUDI ARABIA";"Report of main proceedings for 5 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-05;3700
"3701";"CONTACT GROUPS AND INFORMAL CONSULTATIONS 
";"First subsection";237;"SAUDI ARABIA, supported by ALGERIA, stressed the need to address the impacts of response measures in the context of adaptation, highlighting that in Copenhagen, political leaders, including those from AOSIS and the LDCs, agreed to such an approach.";3140;"support";"AOSIS";"SAUDI ARABIA";"Report of main proceedings for 5 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-05;3701
"3702";"CONTACT GROUPS AND INFORMAL CONSULTATIONS 
";"First subsection";237;"SAUDI ARABIA, supported by ALGERIA, stressed the need to address the impacts of response measures in the context of adaptation, highlighting that in Copenhagen, political leaders, including those from AOSIS and the LDCs, agreed to such an approach.";3140;"support";"LDCs";"SAUDI ARABIA";"Report of main proceedings for 5 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-05;3702
"3703";"CONTACT GROUPS AND INFORMAL CONSULTATIONS 
";"First subsection";237;"BARBADOS, supported by GRENADA and COSTA RICA, stressed that the text on adaptation should not address response measures, highlighting that “patients suffering from a common cold should receive a different kind of attention than those with a serious illness.”";3144;"support";"GRENADA";"BARBADOS";"Report of main proceedings for 5 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-05;3703
"3704";"CONTACT GROUPS AND INFORMAL CONSULTATIONS 
";"First subsection";237;"BARBADOS, supported by GRENADA and COSTA RICA, stressed that the text on adaptation should not address response measures, highlighting that “patients suffering from a common cold should receive a different kind of attention than those with a serious illness.”";3144;"support";"COSTA RICA";"BARBADOS";"Report of main proceedings for 5 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-05;3704
"3705";"CONTACT GROUPS AND INFORMAL CONSULTATIONS 
";"First subsection";237;"The EU, with SWITZERLAND and NORWAY, opposed by JAPAN, expressed interest in exploring how the methodologies outlined in the Secretariat’s technical paper (FCCC/TP/2010/2) on translating pledges into QELROs would apply to actual pledges on the table.";3197;"opposition";"JAPAN";"EU";"Report of main proceedings for 5 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-05;3705
"3706";"CONTACT GROUPS AND INFORMAL CONSULTATIONS 
";"First subsection";237;"The EU, with SWITZERLAND and NORWAY, opposed by JAPAN, expressed interest in exploring how the methodologies outlined in the Secretariat’s technical paper (FCCC/TP/2010/2) on translating pledges into QELROs would apply to actual pledges on the table.";3197;"opposition";"JAPAN";"SWITZERLAND";"Report of main proceedings for 5 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-05;3706
"3707";"CONTACT GROUPS AND INFORMAL CONSULTATIONS 
";"First subsection";237;"The EU, with SWITZERLAND and NORWAY, opposed by JAPAN, expressed interest in exploring how the methodologies outlined in the Secretariat’s technical paper (FCCC/TP/2010/2) on translating pledges into QELROs would apply to actual pledges on the table.";3197;"opposition";"JAPAN";"NORWAY";"Report of main proceedings for 5 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-05;3707
"3708";"CONTACT GROUPS AND INFORMAL CONSULTATIONS 
";"First subsection";237;"SAUDI ARABIA, supported by ALGERIA, stressed the need to address the impacts of response measures in the context of adaptation, highlighting that in Copenhagen, political leaders, including those from AOSIS and the LDCs, agreed to such an approach.";3140;"agreement";"AOSIS";"ALGERIA";"Report of main proceedings for 5 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-05;3708
"3709";"CONTACT GROUPS AND INFORMAL CONSULTATIONS 
";"First subsection";237;"SAUDI ARABIA, supported by ALGERIA, stressed the need to address the impacts of response measures in the context of adaptation, highlighting that in Copenhagen, political leaders, including those from AOSIS and the LDCs, agreed to such an approach.";3140;"agreement";"LDCs";"ALGERIA";"Report of main proceedings for 5 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-05;3709
"3710";"CONTACT GROUPS AND INFORMAL CONSULTATIONS 
";"First subsection";237;"SAUDI ARABIA, supported by ALGERIA, stressed the need to address the impacts of response measures in the context of adaptation, highlighting that in Copenhagen, political leaders, including those from AOSIS and the LDCs, agreed to such an approach.";3140;"agreement";"ALGERIA";"AOSIS";"Report of main proceedings for 5 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-05;3710
"3711";"CONTACT GROUPS AND INFORMAL CONSULTATIONS 
";"First subsection";237;"SAUDI ARABIA, supported by ALGERIA, stressed the need to address the impacts of response measures in the context of adaptation, highlighting that in Copenhagen, political leaders, including those from AOSIS and the LDCs, agreed to such an approach.";3140;"agreement";"LDCs";"AOSIS";"Report of main proceedings for 5 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-05;3711
"3712";"CONTACT GROUPS AND INFORMAL CONSULTATIONS 
";"First subsection";237;"SAUDI ARABIA, supported by ALGERIA, stressed the need to address the impacts of response measures in the context of adaptation, highlighting that in Copenhagen, political leaders, including those from AOSIS and the LDCs, agreed to such an approach.";3140;"agreement";"ALGERIA";"LDCs";"Report of main proceedings for 5 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-05;3712
"3713";"CONTACT GROUPS AND INFORMAL CONSULTATIONS 
";"First subsection";237;"SAUDI ARABIA, supported by ALGERIA, stressed the need to address the impacts of response measures in the context of adaptation, highlighting that in Copenhagen, political leaders, including those from AOSIS and the LDCs, agreed to such an approach.";3140;"agreement";"AOSIS";"LDCs";"Report of main proceedings for 5 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-05;3713
"3714";"CONTACT GROUPS AND INFORMAL CONSULTATIONS 
";"First subsection";237;"BARBADOS, supported by GRENADA and COSTA RICA, stressed that the text on adaptation should not address response measures, highlighting that “patients suffering from a common cold should receive a different kind of attention than those with a serious illness.”";3144;"agreement";"COSTA RICA";"GRENADA";"Report of main proceedings for 5 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-05;3714
"3715";"CONTACT GROUPS AND INFORMAL CONSULTATIONS 
";"First subsection";237;"BARBADOS, supported by GRENADA and COSTA RICA, stressed that the text on adaptation should not address response measures, highlighting that “patients suffering from a common cold should receive a different kind of attention than those with a serious illness.”";3144;"agreement";"GRENADA";"COSTA RICA";"Report of main proceedings for 5 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-05;3715
"3716";"CONTACT GROUPS AND INFORMAL CONSULTATIONS 
";"First subsection";236;"The US, supported by AUSTRALIA, said the TEC and centers and networks should have equal standing and they would report to the COP through the SBSTA.";3061;"support";"AUSTRALIA";"US";"Report of main proceedings for 7 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-07;3716
"3717";"CONTACT GROUPS AND INFORMAL CONSULTATIONS 
";"First subsection";236;"CHINA, supported by SOUTH AFRICA, emphasized that the TEC should be a strong entity with a role in guidance, setting up programmes and raising financial support, and said it should be independent and report directly to the COP.";3068;"support";"SOUTH AFRICA";"CHINA";"Report of main proceedings for 7 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-07;3717
"3718";"CONTACT GROUPS AND INFORMAL CONSULTATIONS 
";"First subsection";236;"On a paragraph referring to key needs to enable developing countries, particularly the LDCs, Africa and SIDS, to participate in the CDM, Panama, for the CENTRAL AMERICAN INTEGRATION SYSTEM, opposed by the EU, suggested including reference to the most vulnerable regions and countries.";3110;"opposition";"EU";"LDCs";"Report of main proceedings for 7 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-07;3718
"3719";"CONTACT GROUPS AND INFORMAL CONSULTATIONS 
";"First subsection";236;"On a paragraph referring to key needs to enable developing countries, particularly the LDCs, Africa and SIDS, to participate in the CDM, Panama, for the CENTRAL AMERICAN INTEGRATION SYSTEM, opposed by the EU, suggested including reference to the most vulnerable regions and countries.";3110;"opposition";"EU";"CENTRAL AMERICA";"Report of main proceedings for 7 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-07;3719
"3720";"CONTACT GROUPS AND INFORMAL CONSULTATIONS 
";"First subsection";236;"Regarding reporting on the effectiveness and sustainability of capacity building programmes, the G-77/CHINA, opposed by the EU, opposed reference to national communications.";3111;"opposition";"EU";"G-77/CHINA";"Report of main proceedings for 7 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-07;3720
"3721";"SBSTA CLOSING PLENARY 
";"ECONOMIC ASPECTS OF MITIGATING CLIMATE CHANGE:";234;"Supported by Lesotho, for the LDCs, Spain, for the EU, PANAMA, SOUTH AFRICA, AUSTRALIA, COLOMBIA, MALAWI, the PHILIPPINES and NORWAY, AOSIS proposed requesting the Secretariat to prepare a technical paper on the options for limiting global average temperature increase to below 1.5°C and 2°C.";2877;"support";"LDCs";"AOSIS";"Report of main proceedings for 9 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-09;3721
"3722";"SBSTA CLOSING PLENARY 
";"ECONOMIC ASPECTS OF MITIGATING CLIMATE CHANGE:";234;"Supported by Lesotho, for the LDCs, Spain, for the EU, PANAMA, SOUTH AFRICA, AUSTRALIA, COLOMBIA, MALAWI, the PHILIPPINES and NORWAY, AOSIS proposed requesting the Secretariat to prepare a technical paper on the options for limiting global average temperature increase to below 1.5°C and 2°C.";2877;"support";"EU";"AOSIS";"Report of main proceedings for 9 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-09;3722
"3723";"SBSTA CLOSING PLENARY 
";"ECONOMIC ASPECTS OF MITIGATING CLIMATE CHANGE:";234;"Supported by Lesotho, for the LDCs, Spain, for the EU, PANAMA, SOUTH AFRICA, AUSTRALIA, COLOMBIA, MALAWI, the PHILIPPINES and NORWAY, AOSIS proposed requesting the Secretariat to prepare a technical paper on the options for limiting global average temperature increase to below 1.5°C and 2°C.";2877;"support";"PANAMA";"AOSIS";"Report of main proceedings for 9 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-09;3723
"3724";"SBSTA CLOSING PLENARY 
";"ECONOMIC ASPECTS OF MITIGATING CLIMATE CHANGE:";234;"Supported by Lesotho, for the LDCs, Spain, for the EU, PANAMA, SOUTH AFRICA, AUSTRALIA, COLOMBIA, MALAWI, the PHILIPPINES and NORWAY, AOSIS proposed requesting the Secretariat to prepare a technical paper on the options for limiting global average temperature increase to below 1.5°C and 2°C.";2877;"support";"SOUTH AFRICA";"AOSIS";"Report of main proceedings for 9 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-09;3724
"3725";"SBSTA CLOSING PLENARY 
";"ECONOMIC ASPECTS OF MITIGATING CLIMATE CHANGE:";234;"Supported by Lesotho, for the LDCs, Spain, for the EU, PANAMA, SOUTH AFRICA, AUSTRALIA, COLOMBIA, MALAWI, the PHILIPPINES and NORWAY, AOSIS proposed requesting the Secretariat to prepare a technical paper on the options for limiting global average temperature increase to below 1.5°C and 2°C.";2877;"support";"AUSTRALIA";"AOSIS";"Report of main proceedings for 9 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-09;3725
"3726";"SBSTA CLOSING PLENARY 
";"ECONOMIC ASPECTS OF MITIGATING CLIMATE CHANGE:";234;"Supported by Lesotho, for the LDCs, Spain, for the EU, PANAMA, SOUTH AFRICA, AUSTRALIA, COLOMBIA, MALAWI, the PHILIPPINES and NORWAY, AOSIS proposed requesting the Secretariat to prepare a technical paper on the options for limiting global average temperature increase to below 1.5°C and 2°C.";2877;"support";"COLOMBIA";"AOSIS";"Report of main proceedings for 9 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-09;3726
"3727";"SBSTA CLOSING PLENARY 
";"ECONOMIC ASPECTS OF MITIGATING CLIMATE CHANGE:";234;"Supported by Lesotho, for the LDCs, Spain, for the EU, PANAMA, SOUTH AFRICA, AUSTRALIA, COLOMBIA, MALAWI, the PHILIPPINES and NORWAY, AOSIS proposed requesting the Secretariat to prepare a technical paper on the options for limiting global average temperature increase to below 1.5°C and 2°C.";2877;"support";"MALAWI";"AOSIS";"Report of main proceedings for 9 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-09;3727
"3728";"SBSTA CLOSING PLENARY 
";"ECONOMIC ASPECTS OF MITIGATING CLIMATE CHANGE:";234;"Supported by Lesotho, for the LDCs, Spain, for the EU, PANAMA, SOUTH AFRICA, AUSTRALIA, COLOMBIA, MALAWI, the PHILIPPINES and NORWAY, AOSIS proposed requesting the Secretariat to prepare a technical paper on the options for limiting global average temperature increase to below 1.5°C and 2°C.";2877;"support";"PHILIPPINES";"AOSIS";"Report of main proceedings for 9 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-09;3728
"3729";"SBSTA CLOSING PLENARY 
";"ECONOMIC ASPECTS OF MITIGATING CLIMATE CHANGE:";234;"Supported by Lesotho, for the LDCs, Spain, for the EU, PANAMA, SOUTH AFRICA, AUSTRALIA, COLOMBIA, MALAWI, the PHILIPPINES and NORWAY, AOSIS proposed requesting the Secretariat to prepare a technical paper on the options for limiting global average temperature increase to below 1.5°C and 2°C.";2877;"support";"NORWAY";"AOSIS";"Report of main proceedings for 9 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-09;3729
"3730";"SBSTA CLOSING PLENARY 
";"ECONOMIC ASPECTS OF MITIGATING CLIMATE CHANGE:";234;"Upon resumption, SAUDI ARABIA, supported by VENEZUELA, KUWAIT and QATAR, said they could not accept the proposed compromise, which would have included reference to spillover effects.";2880;"support";"VENEZUELA";"SAUDI ARABIA";"Report of main proceedings for 9 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-09;3730
"3731";"SBSTA CLOSING PLENARY 
";"ECONOMIC ASPECTS OF MITIGATING CLIMATE CHANGE:";234;"Upon resumption, SAUDI ARABIA, supported by VENEZUELA, KUWAIT and QATAR, said they could not accept the proposed compromise, which would have included reference to spillover effects.";2880;"support";"KUWAIT";"SAUDI ARABIA";"Report of main proceedings for 9 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-09;3731
"3732";"SBSTA CLOSING PLENARY 
";"ECONOMIC ASPECTS OF MITIGATING CLIMATE CHANGE:";234;"Upon resumption, SAUDI ARABIA, supported by VENEZUELA, KUWAIT and QATAR, said they could not accept the proposed compromise, which would have included reference to spillover effects.";2880;"support";"QATAR";"SAUDI ARABIA";"Report of main proceedings for 9 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-09;3732
"3733";"SBSTA CLOSING PLENARY 
";"ECONOMIC ASPECTS OF MITIGATING CLIMATE CHANGE:";234;"BOLIVIA, supported by NICARAGUA, called for also analyzing the 1°C target.";2883;"support";"NICARAGUA";"BOLIVIA";"Report of main proceedings for 9 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-09;3733
"3734";"SBSTA CLOSING PLENARY 
";"ECONOMIC ASPECTS OF MITIGATING CLIMATE CHANGE:";234;"The FEDERATED STATES OF MICRONESIA, supported by GUATEMALA, objected to SBSTA Chair Konaté’s proposal to close the agenda item.";2884;"support";"GUATEMALA";"MICRONESIA";"Report of main proceedings for 9 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-09;3734
"3735";"SBSTA CLOSING PLENARY 
";"ECONOMIC ASPECTS OF MITIGATING CLIMATE CHANGE:";234;"Raising a point of order, the RUSSIAN FEDERATION, supported by GUATEMALA and GRENADA, requested suspending the SBSTA.";2888;"support";"GUATEMALA";"RUSSIAN FEDERATION";"Report of main proceedings for 9 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-09;3735
"3736";"SBSTA CLOSING PLENARY 
";"ECONOMIC ASPECTS OF MITIGATING CLIMATE CHANGE:";234;"Raising a point of order, the RUSSIAN FEDERATION, supported by GUATEMALA and GRENADA, requested suspending the SBSTA.";2888;"support";"GRENADA";"RUSSIAN FEDERATION";"Report of main proceedings for 9 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-09;3736
"3737";"CONTACT GROUPS AND INFORMAL CONSULTATIONS 
";"First subsection";234;"The EU and others, opposed by JAPAN and the RUSSIAN FEDERATION, supported updating the technical papers to reflect progress.";2956;"opposition";"JAPAN";"EU";"Report of main proceedings for 9 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-09;3737
"3738";"CONTACT GROUPS AND INFORMAL CONSULTATIONS 
";"First subsection";234;"The EU and others, opposed by JAPAN and the RUSSIAN FEDERATION, supported updating the technical papers to reflect progress.";2956;"opposition";"RUSSIAN FEDERATION";"EU";"Report of main proceedings for 9 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-09;3738
"3739";"SBSTA CLOSING PLENARY 
";"ECONOMIC ASPECTS OF MITIGATING CLIMATE CHANGE:";234;"Supported by Lesotho, for the LDCs, Spain, for the EU, PANAMA, SOUTH AFRICA, AUSTRALIA, COLOMBIA, MALAWI, the PHILIPPINES and NORWAY, AOSIS proposed requesting the Secretariat to prepare a technical paper on the options for limiting global average temperature increase to below 1.5°C and 2°C.";2877;"agreement";"PANAMA";"EU";"Report of main proceedings for 9 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-09;3739
"3740";"SBSTA CLOSING PLENARY 
";"ECONOMIC ASPECTS OF MITIGATING CLIMATE CHANGE:";234;"Supported by Lesotho, for the LDCs, Spain, for the EU, PANAMA, SOUTH AFRICA, AUSTRALIA, COLOMBIA, MALAWI, the PHILIPPINES and NORWAY, AOSIS proposed requesting the Secretariat to prepare a technical paper on the options for limiting global average temperature increase to below 1.5°C and 2°C.";2877;"agreement";"SOUTH AFRICA";"EU";"Report of main proceedings for 9 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-09;3740
"3741";"SBSTA CLOSING PLENARY 
";"ECONOMIC ASPECTS OF MITIGATING CLIMATE CHANGE:";234;"Supported by Lesotho, for the LDCs, Spain, for the EU, PANAMA, SOUTH AFRICA, AUSTRALIA, COLOMBIA, MALAWI, the PHILIPPINES and NORWAY, AOSIS proposed requesting the Secretariat to prepare a technical paper on the options for limiting global average temperature increase to below 1.5°C and 2°C.";2877;"agreement";"AUSTRALIA";"EU";"Report of main proceedings for 9 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-09;3741
"3742";"SBSTA CLOSING PLENARY 
";"ECONOMIC ASPECTS OF MITIGATING CLIMATE CHANGE:";234;"Supported by Lesotho, for the LDCs, Spain, for the EU, PANAMA, SOUTH AFRICA, AUSTRALIA, COLOMBIA, MALAWI, the PHILIPPINES and NORWAY, AOSIS proposed requesting the Secretariat to prepare a technical paper on the options for limiting global average temperature increase to below 1.5°C and 2°C.";2877;"agreement";"COLOMBIA";"EU";"Report of main proceedings for 9 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-09;3742
"3743";"SBSTA CLOSING PLENARY 
";"ECONOMIC ASPECTS OF MITIGATING CLIMATE CHANGE:";234;"Supported by Lesotho, for the LDCs, Spain, for the EU, PANAMA, SOUTH AFRICA, AUSTRALIA, COLOMBIA, MALAWI, the PHILIPPINES and NORWAY, AOSIS proposed requesting the Secretariat to prepare a technical paper on the options for limiting global average temperature increase to below 1.5°C and 2°C.";2877;"agreement";"MALAWI";"EU";"Report of main proceedings for 9 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-09;3743
"3744";"SBSTA CLOSING PLENARY 
";"ECONOMIC ASPECTS OF MITIGATING CLIMATE CHANGE:";234;"Supported by Lesotho, for the LDCs, Spain, for the EU, PANAMA, SOUTH AFRICA, AUSTRALIA, COLOMBIA, MALAWI, the PHILIPPINES and NORWAY, AOSIS proposed requesting the Secretariat to prepare a technical paper on the options for limiting global average temperature increase to below 1.5°C and 2°C.";2877;"agreement";"PHILIPPINES";"EU";"Report of main proceedings for 9 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-09;3744
"3745";"SBSTA CLOSING PLENARY 
";"ECONOMIC ASPECTS OF MITIGATING CLIMATE CHANGE:";234;"Supported by Lesotho, for the LDCs, Spain, for the EU, PANAMA, SOUTH AFRICA, AUSTRALIA, COLOMBIA, MALAWI, the PHILIPPINES and NORWAY, AOSIS proposed requesting the Secretariat to prepare a technical paper on the options for limiting global average temperature increase to below 1.5°C and 2°C.";2877;"agreement";"NORWAY";"EU";"Report of main proceedings for 9 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-09;3745
"3746";"SBSTA CLOSING PLENARY 
";"ECONOMIC ASPECTS OF MITIGATING CLIMATE CHANGE:";234;"Supported by Lesotho, for the LDCs, Spain, for the EU, PANAMA, SOUTH AFRICA, AUSTRALIA, COLOMBIA, MALAWI, the PHILIPPINES and NORWAY, AOSIS proposed requesting the Secretariat to prepare a technical paper on the options for limiting global average temperature increase to below 1.5°C and 2°C.";2877;"agreement";"EU";"PANAMA";"Report of main proceedings for 9 June 2010";"Bonn Climate Change Talks - May/June 2010";"Bonn Climate Change Talks - May/June 2010";2010-05-31;2010-06-11;2010-06-09;3746
